WormBaseGeneID	RILtrait	RILe_chr	RILe_peak	RIL_var_exp	gene_Chr	gene_start	gene_end	RILe_start	RILe_end	RILeQTL_classification	RILHyperDivergent	RILhotspot_Chr	RILhotspot_cM	RILHotspot	RILHotspot_QTL_count	Hotspots_Detected_in_WIeQTL	Merged_RILHotspots_cM	merged_RILHotspots_QTL_count	Detected_in_WIeQTL	Chr_pos	eChr_pos
WBGene00003960	A_12_P110122	II	13755276	0.113825387218394	II	11574941	11577740	13669810	13996883	Distant eQTL	No	II	38.5	No	2	NA	NA	NA	NA	II	II
WBGene00003960	A_12_P110122	I	3682557	0.00053199624636516	II	11574941	11577740	3594690	3923864	Distant eQTL	No	I	19	No	2	NA	NA	NA	NA	II	I
WBGene00002185	A_12_P110123	III	13311792	0.236047344432076	III	13464819	13471350	13189891	13780186	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00007962	A_12_P110128	V	708390	0.286286871067959	IV	16366996	16368943	684152	1062760	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	IV	V
WBGene00012730	A_12_P110149	II	13996883	0.136507175879976	II	14068907	14089877	13875783	14255058	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00021321	A_12_P110158	X	7726527	0.144813241558335	X	5257213	5258384	5949176	8217033	Distant eQTL	No	X	20	No	5	NA	NA	NA	NA	X	X
WBGene00015101	A_12_P110166	X	3843271	0.11988746767532	III	7123124	7124335	3713398	5361887	Distant eQTL	No	X	12	Yes	73		12	73	NA	III	X
WBGene00018375	A_12_P110174	IV	6109938	0.100927139065057	X	4793266	4796187	4785460	8963101	Distant eQTL	No	IV	30.5	Yes	10	Yes	30.5, 31, 31.5, 32	48	NA	X	IV
WBGene00006700	A_12_P110180	I	12775585	0.127692579271884	I	12741582	12749563	12599304	12791473	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00001158	A_12_P110205	IV	15712992	0.154077628518549	IV	10233321	10235331	15625988	16053550	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	IV	IV
WBGene00021080	A_12_P110206	IV	4818285	0.131366047754912	V	3682853	3686474	4566633	5697478	Distant eQTL	No	IV	29	Yes	15	Yes	27.5, 28, 28.5, 29	66	NA	V	IV
WBGene00003759	A_12_P110210	X	5569019	0.289391459434846	III	11388606	11393262	5242819	5676445	Distant eQTL	No	X	16.5	Yes	44	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	III	X
WBGene00008631	A_12_P110246	V	16186731	0.43664332315489	V	16140321	16141164	16060421	16188475	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00013557	A_12_P110257	III	12146672	0.205513152595899	III	12251423	12273752	11984213	12292760	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00009450	A_12_P110265	II	14216872	0.0954826125270423	II	9584380	9586786	14070545	14282734	Distant eQTL	No	II	41	Yes	10		41	10	NA	II	II
WBGene00045012	A_12_P110272	X	5638607	0.111911025233032	IV	10144288	10144431	3946591	5949176	Distant eQTL	No	X	17	Yes	19	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00010417	A_12_P110325	I	11255799	0.43873493021107	I	11308121	11311053	11194137	11373614	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00000035	A_12_P110332	X	16056012	0.301266739605367	X	16367229	16373789	15995509	16478903	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00001816	A_12_P110337	I	1185402	0.129228929743986	I	1162876	1175868	1156845	1187276	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00021562	A_12_P110343	V	2819135	0.269768845499568	V	2698970	2707038	2659191	2894620	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00011020	A_12_P110344	X	5526747	0.124156958385439	IV	14173606	14176473	3907685	5922452	Distant eQTL	No	X	16	Yes	35	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00004747	A_12_P110351	V	15066983	0.119009748679046	V	15039148	15048208	13946247	15619566	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00004747	A_12_P110351	X	5176675	0.00281936711325346	V	15039148	15048208	4891523	5526747	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00010193	A_12_P110355	II	14608351	0.172167380545951	II	14522385	14523524	14255058	15274701	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00003735	A_12_P110413	I	12824093	0.11724559060336	I	12825664	12834162	12788204	12883918	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00010370	A_12_P110417	II	13573967	0.100101409270039	I	7005443	7009200	13212923	13842684	Distant eQTL	No	II	36.5	No	1	NA	NA	NA	NA	I	II
WBGene00019157	A_12_P110418	III	3303150	0.128274438130688	III	2947118	2961684	2896298	3329353	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00019157	A_12_P110418	II	3288020	0.00341529209568869	III	2947118	2961684	3287146	3331906	Distant eQTL	No	II	11.5	No	3	NA	NA	NA	NA	III	II
WBGene00021592	A_12_P110424	X	6953360	0.282227266278957	III	1758932	1759447	6864316	7453747	Distant eQTL	No	X	19.5	Yes	13		19.5	13	NA	III	X
WBGene00021592	A_12_P110424	V	5571503	0.0246277976592695	III	1758932	1759447	4884376	6850366	Distant eQTL	No	V	19	No	3	NA	NA	NA	NA	III	V
WBGene00004236	A_12_P110451	V	18383759	0.118620395950537	V	18919222	18931381	18042724	18449616	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00004236	A_12_P110451	II	9430890	0.0619618477323559	V	18919222	18931381	9336865	9651692	Distant eQTL	No	II	19.5	No	2	NA	NA	NA	NA	V	II
WBGene00001454	A_12_P110452	X	5291269	0.419090772778197	X	4677340	4678334	4674201	5390152	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00006945	A_12_P110453	V	18726513	0.179179515972392	V	18852704	18859227	18692221	19165556	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00004914	A_12_P110456	IV	16529740	0.772674785227614	IV	17088049	17088946	16527967	17490756	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00006009	A_12_P110462	II	12420847	0.15254166585986	II	12525826	12527964	12254319	12636899	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00013023	A_12_P110465	I	13463476	0.20071416082965	I	13451463	13452845	13395979	13792781	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00013023	A_12_P110465	I	2928045	0.000182713598177407	I	13451463	13452845	2862749	2931464	Distant eQTL	No	I	17	No	2	NA	NA	NA	NA	I	I
WBGene00016418	A_12_P110478	I	5961172	0.194765325701568	I	5906657	5918244	5471434	6037330	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00012375	A_12_P110487	II	13190752	0.225207088538106	II	13185983	13187351	13157857	13223252	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00000515	A_12_P110514	X	3480739	0.194929108222241	X	3576606	3578834	3247588	3716925	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00018413	A_12_P110544	V	2271007	0.529276600988856	V	2236140	2237999	2231050	2271799	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00001786	A_12_P110590	V	15928368	0.412104130437065	V	15915163	15916025	15922484	15935024	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00001786	A_12_P110590	I	4715035	0.00635465894222482	V	15915163	15916025	4256443	4843830	Distant eQTL	No	I	21	No	3	NA	NA	NA	NA	V	I
WBGene00022656	A_12_P110601	X	4862702	0.122403156932169	V	7716419	7717729	4350782	5949176	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00003510	A_12_P110614	III	119077	0.157180944497049	III	186947	188137	4664	865404	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00018664	A_12_P110633	II	1727040	0.36194413197277	II	1913605	1916376	1709378	1856961	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00020844	A_12_P110643	IV	16379127	0.105239416085621	X	3585957	3586592	15683717	16450691	Distant eQTL	No	IV	42.5	No	3	NA	NA	NA	NA	X	IV
WBGene00006318	A_12_P110669	II	2626645	0.123573883873364	II	2684669	2687027	2587666	2745828	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00005649	A_12_P110672	IV	4757132	0.12282826718864	V	8183684	8185874	4368392	5208413	Distant eQTL	No	IV	28.5	Yes	35	Yes	27.5, 28, 28.5, 29	66	NA	V	IV
WBGene00004810	A_12_P110675	V	19908632	0.332006837352032	V	19924002	19925034	19868806	19994937	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00004810	A_12_P110675	V	12403730	0.000462469114769223	V	19924002	19925034	12257725	12861006	Distant eQTL	No	V	24.5	No	4	NA	NA	NA	NA	V	V
WBGene00015693	A_12_P110676	I	4715035	0.217466786316875	I	4727280	4730366	4696914	4795749	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00015693	A_12_P110676	V	5722437	0.0146602020322389	I	4727280	4730366	5699019	5856208	Distant eQTL	No	V	19	No	3	NA	NA	NA	NA	I	V
WBGene00011424	A_12_P110682	IV	9987122	0.331276629459295	IV	10039759	10040903	8044494	10434018	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00011424	A_12_P110682	IV	14165470	0.102789611849773	IV	10039759	10040903	13712159	14245584	Distant eQTL	No	IV	39	No	1	NA	NA	NA	NA	IV	IV
WBGene00002116	A_12_P110767	I	13228075	0.131749260083525	I	13637845	13639311	13023158	13254938	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00002116	A_12_P110767	I	4997003	0.00383514294346911	I	13637845	13639311	4207054	5480997	Distant eQTL	No	I	21.5	No	2	NA	NA	NA	NA	I	I
WBGene00013144	A_12_P110771	II	10186755	0.120774392994331	II	9738982	9742884	9668017	10646733	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00020118	A_12_P110789	III	1955084	0.452219339589494	III	1977315	1980462	1954629	2014048	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00020058	A_12_P110796	V	529501	0.11309059642652	V	810812	814721	8249	1113279	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00020217	A_12_P110797	X	1143869	0.497256007047119	X	781008	784953	1142327	1594701	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00009753	A_12_P110815	I	11575781	0.0852233395028279	I	11253256	11256022	11373077	12104063	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00000215	A_12_P110830	IV	4761504	0.106569264376745	V	9203077	9204734	3840091	5697478	Distant eQTL	No	IV	28.5	Yes	35	Yes	27.5, 28, 28.5, 29	66	NA	V	IV
WBGene00006408	A_12_P110841	X	3843271	0.131230312586676	X	3731894	3733457	3247588	5638607	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00021620	A_12_P110854	I	4259878	0.302848549065702	V	4419393	4419867	4256443	4650804	Distant eQTL	No	I	20.5	No	5	NA	NA	NA	NA	V	I
WBGene00003664	A_12_P110869	I	11545278	0.220765963129754	I	11428980	11432156	11376289	11604995	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00008452	A_12_P110871	X	3843271	0.127016624188124	V	12563487	12565786	3713398	3934740	Distant eQTL	No	X	12	Yes	73		12	73	NA	V	X
WBGene00018226	A_12_P110876	X	8948569	0.134009440655435	X	8367853	8371631	8058569	10545442	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00013804	A_12_P110880	IV	16527967	0.263029380485423	IV	17090630	17100275	16488050	17490756	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00003095	A_12_P110893	IV	11595915	0.325853536159875	IV	11626910	11627947	11570976	12079110	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00019647	A_12_P110902	V	5030874	0.709796913080714	V	5035285	5036466	5027848	5045041	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00019865	A_12_P110911	X	25222	0.459680447293183	X	397563	400709	21352	1142327	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00015067	A_12_P110930	V	5269261	0.105758412697829	V	5240759	5243136	5213770	6526389	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00015067	A_12_P110930	X	9642366	0.0102921565540904	V	5240759	5243136	8058569	10545442	Distant eQTL	No	X	22.5	No	2	NA	NA	NA	NA	V	X
WBGene00015816	A_12_P110974	II	4328160	0.244683059655504	II	4229545	4230795	4119401	4519648	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00009536	A_12_P110985	X	5569019	0.270256976420915	IV	16271255	16273187	4504557	5949176	Distant eQTL	No	X	16.5	Yes	44	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00000110	A_12_P110987	V	6236729	0.239118355420484	V	6427207	6429927	5790711	6850366	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00021192	A_12_P110994	II	4120191	0.267242574787745	II	3932178	3933746	3813472	4331633	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00044917	A_12_P110997	V	6850366	0.107514909842101	II	11129653	11130742	5614890	10022825	Distant eQTL	No	V	20.5	No	3	NA	NA	NA	NA	II	V
WBGene00013362	A_12_P111002	V	20038134	0.134444403645774	V	19926638	19934323	19900018	20251656	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00000524	A_12_P111016	X	3303492	0.204987225111004	X	3373236	3379249	3088382	3716925	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	X	X
WBGene00044707	A_12_P111019	I	13139175	0.698846408568485	I	13143201	13144588	13109597	13176898	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00010174	A_12_P111039	X	4656473	0.142052207389992	V	12637661	12638238	3814926	5576572	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00020595	A_12_P111044	X	9591109	0.135187137919099	X	9331133	9336634	8124777	10719831	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00020595	A_12_P111044	IV	4656772	0.000166814407129567	X	9331133	9336634	3958558	6766024	Distant eQTL	No	IV	28	Yes	10	Yes	27.5, 28, 28.5, 29	66	NA	X	IV
WBGene00018661	A_12_P111059	II	1732850	0.457131281358737	II	1923137	1923991	1727040	1856961	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00019135	A_12_P111059	II	1732850	0.457131281358737	II	2010205	2011449	1727040	1856961	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00018960	A_12_P111065	V	9985933	0.123731344810001	II	5474366	5478526	9905233	10815911	Distant eQTL	No	V	22.5	Yes	13	Yes	22.5, 23, 23.5	40	NA	II	V
WBGene00013070	A_12_P111070	V	18326576	0.399120281796979	V	18392007	18394303	18325208	18416620	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00013070	A_12_P111070	V	13155451	3.73178697996304e-05	V	18392007	18394303	12975400	13228106	Distant eQTL	No	V	25.5	No	5	NA	NA	NA	NA	V	V
WBGene00013070	A_12_P111070	I	1169919	0.00404311116235719	V	18392007	18394303	1041272	1280348	Distant eQTL	No	I	5	No	3	NA	NA	NA	NA	V	I
WBGene00013070	A_12_P111070	V	2235863	0.0944816980801529	V	18392007	18394303	2231050	2272009	Distant eQTL	No	V	5	No	1	NA	NA	NA	NA	V	V
WBGene00014046	A_12_P111076	X	3863779	0.137889411180169	II	10480043	10481873	3713398	4566632	Distant eQTL	No	X	12	Yes	73		12	73	NA	II	X
WBGene00013006	A_12_P111085	X	8465070	0.643488995908469	II	13575925	13585523	8382557	8948569	Distant eQTL	No	X	21.5	No	4	NA	NA	NA	NA	II	X
WBGene00010281	A_12_P111099	V	5175241	0.101377689990264	V	13669346	13671958	4964433	5614890	Distant eQTL	No	V	18	Yes	10		18	10	NA	V	V
WBGene00019332	A_12_P111113	X	4862702	0.133806859583464	III	840458	841366	4504557	5526747	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	III	X
WBGene00006184	A_12_P111121	I	12833013	0.10944339275782	V	8277516	8278930	12788204	12883918	Distant eQTL	No	I	36	No	4	NA	NA	NA	NA	V	I
WBGene00020869	A_12_P111133	V	3259189	0.617248045377852	V	3280372	3281171	3229784	3282537	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00004405	A_12_P111135	X	3088382	0.127367284766867	V	10252821	10255059	2618371	3934740	Distant eQTL	No	X	9	Yes	7		9	7	NA	V	X
WBGene00012569	A_12_P111153	V	19704837	0.202207610010405	V	18136704	18137714	19685583	19847166	Distant eQTL	No	V	43	No	1	NA	NA	NA	NA	V	V
WBGene00012569	A_12_P111153	II	13897233	0.00639993299793328	V	18136704	18137714	13882420	14071163	Distant eQTL	No	II	39.5	No	1	NA	NA	NA	NA	V	II
WBGene00000415	A_12_P111180	I	11855563	0.171314078252243	I	11851566	11868112	11796358	11943121	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00020981	A_12_P111182	IV	4370981	0.288833162240725	IV	4056586	4058243	3953879	4761504	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00012441	A_12_P111214	X	15183903	0.199506172513541	X	15314874	15317246	15130022	15520632	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00012145	A_12_P111221	X	5291269	0.500736698606508	V	12505059	12506285	4927721	5361887	Distant eQTL	No	X	15.5	Yes	34	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00008153	A_12_P111228	V	15066983	0.120013055135778	IV	9972800	9974024	13855621	15497715	Distant eQTL	No	V	27.5	No	2	NA	NA	NA	NA	IV	V
WBGene00021098	A_12_P111249	IV	10434018	0.125419435044015	II	582111	582749	10365714	12722332	Distant eQTL	No	IV	32	Yes	9	Yes	30.5, 31, 31.5, 32	48	NA	II	IV
WBGene00022730	A_12_P111262	I	4259878	0.252507687788271	X	1402025	1403013	4256443	4702300	Distant eQTL	No	I	20.5	No	5	NA	NA	NA	NA	X	I
WBGene00001840	A_12_P111270	II	8102088	0.587532141141815	II	8326849	8329073	7947718	8864770	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00003618	A_12_P111271	II	10096849	0.131245366509561	II	9598180	9605526	9164038	10502450	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00003684	A_12_P111273	V	7541012	0.222760971829611	V	7684052	7686335	6525522	7626077	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00010757	A_12_P111286	II	14189728	0.106641664162691	III	10279127	10281569	13909294	15274701	Distant eQTL	No	II	41	Yes	10		41	10	NA	III	II
WBGene00022117	A_12_P111291	I	2928045	0.0777378034189057	I	2870140	2875312	2862749	2931464	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00022117	A_12_P111291	X	3863779	0.0135946698213014	I	2870140	2875312	3789476	4501238	Distant eQTL	No	X	12	Yes	73		12	73	NA	I	X
WBGene00020618	A_12_P111294	V	3427441	0.622257256249388	V	3397065	3397918	3353531	3491728	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00010124	A_12_P111296	IV	15712992	0.142025755220574	IV	12973624	12975601	15619530	15983752	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	IV	IV
WBGene00007312	A_12_P111297	II	14608351	0.693154058913194	II	14534298	14535965	14606333	15274701	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00007312	A_12_P111297	X	5569019	0.0238950117503806	II	14534298	14535965	4630882	5810100	Distant eQTL	No	X	16.5	Yes	44	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	II	X
WBGene00011164	A_12_P111298	II	9430890	0.567565792266057	II	9460128	9462260	9336865	9651692	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00010507	A_12_P111299	I	4650804	0.175492019027738	V	20380561	20382036	4214934	4715035	Distant eQTL	No	I	21	No	3	NA	NA	NA	Yes	V	I
WBGene00022802	A_12_P111307	III	9136653	0.235174932951531	III	7910798	7911634	9130830	9174716	Distant eQTL	No	III	27.5	No	1	NA	NA	NA	NA	III	III
WBGene00013639	A_12_P111333	IV	15746218	0.452007961424316	IV	15689201	15722553	15683717	15966979	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00020102	A_12_P111334	III	3303713	0.27140328962326	III	3175332	3183645	3065184	3316214	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00004786	A_12_P111336	X	10112699	0.197419145041086	X	10201320	10205433	9211013	11277451	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00004786	A_12_P111336	V	14290503	0.0211597313181606	X	10201320	10205433	14146627	15066983	Distant eQTL	No	V	26.5	No	2	NA	NA	NA	NA	X	V
WBGene00006927	A_12_P111338	X	4175841	0.115719885963123	X	3558854	3572549	3713398	4862702	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	X	X
WBGene00018880	A_12_P111351	X	4721441	0.526410436985394	X	4722875	4727481	4674201	4862702	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00012798	A_12_P111363	V	4385285	0.105578464942815	III	13240008	13240890	4159795	4543432	Distant eQTL	No	V	14.5	No	5	NA	NA	NA	NA	III	V
WBGene00020516	A_12_P111364	IV	4757132	0.186385392458185	V	6842737	6846671	4644715	5697478	Distant eQTL	No	IV	28.5	Yes	35	Yes	27.5, 28, 28.5, 29	66	NA	V	IV
WBGene00020393	A_12_P111368	IV	3870759	0.14091931156791	V	1846201	1848015	3837377	3951830	Distant eQTL	No	IV	25.5	No	2	NA	NA	NA	NA	V	IV
WBGene00000107	A_12_P111371	II	14404082	0.124047518761938	III	5077759	5080672	14255058	15274701	Distant eQTL	No	II	41	Yes	10		41	10	NA	III	II
WBGene00021540	A_12_P111373	X	3088382	0.105071043880405	IV	8102354	8104323	2260211	3184463	Distant eQTL	No	X	9	Yes	7		9	7	NA	IV	X
WBGene00011944	A_12_P111379	X	3843271	0.10199126521896	I	9973377	9976317	3789476	4505845	Distant eQTL	No	X	12	Yes	73		12	73	NA	I	X
WBGene00012464	A_12_P111386	IV	15403721	0.118379936338253	II	12060206	12062623	15084637	15471143	Distant eQTL	No	IV	41.5	Yes	20	Yes	41.5, 42	61	NA	II	IV
WBGene00018125	A_12_P111395	IV	5023053	0.615293364681407	IV	5255912	5256792	5002403	5163110	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00018125	A_12_P111395	X	3843271	0.0100769327672894	IV	5255912	5256792	3713398	3907685	Distant eQTL	No	X	12	Yes	73		12	73	NA	IV	X
WBGene00000977	A_12_P111435	I	12404569	0.202149841710924	V	2763966	2765274	12318658	12599304	Distant eQTL	No	I	35.5	No	1	NA	NA	NA	NA	V	I
WBGene00009501	A_12_P111446	III	3497597	0.146804193397428	III	3928436	3929233	3303713	3501409	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00021678	A_12_P111460	I	398834	0.124447894327976	I	55293	64066	398834	776110	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00021678	A_12_P111460	III	11767486	0.00523769056170574	I	55293	64066	11572261	11847455	Distant eQTL	No	III	40	No	1	NA	NA	NA	NA	I	III
WBGene00017348	A_12_P111480	II	6986683	0.170276302075801	II	7113078	7113737	5087635	7659303	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00017348	A_12_P111480	IV	11570976	5.18147495145689e-06	II	7113078	7113737	10365714	12512951	Distant eQTL	No	IV	32.5	No	4	NA	NA	NA	NA	II	IV
WBGene00008593	A_12_P111481	I	10676576	0.100426912096928	V	14472529	14474374	10084096	10826560	Distant eQTL	No	I	27	No	2	NA	NA	NA	NA	V	I
WBGene00009888	A_12_P111501	X	8948569	0.232825525060506	X	9543652	9560804	7801408	10112699	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	X	X
WBGene00009888	A_12_P111501	III	1200042	0.0102267681770394	X	9543652	9560804	1198473	1275807	Distant eQTL	No	III	5	No	2	NA	NA	NA	NA	X	III
WBGene00011193	A_12_P111503	V	12931140	0.103419828030612	V	13961236	13961983	12442325	13760316	Distant eQTL	No	V	25	Yes	14		25	14	NA	V	V
WBGene00012498	A_12_P111512	X	4175841	0.121185843426526	IV	11608900	11610910	3907685	5176675	Distant eQTL	No	X	13	Yes	16	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00012498	A_12_P111512	I	13316670	0.000238907599116214	IV	11608900	11610910	13307128	13351874	Distant eQTL	No	I	40.5	No	1	NA	NA	NA	NA	IV	I
WBGene00017565	A_12_P111520	V	11806498	0.186744400888735	V	7433401	7435677	11619117	12132514	Distant eQTL	No	V	23.5	Yes	20	Yes	22.5, 23, 23.5	40	NA	V	V
WBGene00012659	A_12_P111523	III	10612592	0.469592019258502	III	10702613	10707028	10609654	10871365	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00007788	A_12_P111532	III	4161821	0.110724419321149	III	4429615	4434399	3627021	5617374	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00011812	A_12_P111537	IV	15471143	0.130193356838065	III	10086280	10087172	15325632	15954820	Distant eQTL	No	IV	41.5	Yes	20	Yes	41.5, 42	61	NA	III	IV
WBGene00017516	A_12_P111542	II	2611357	0.152509832223938	II	2404284	2404659	2587666	2721117	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00013409	A_12_P111556	V	5235073	0.12564170373267	I	14084523	14085373	5107543	5521051	Distant eQTL	No	V	18	Yes	10		18	10	NA	I	V
WBGene00018803	A_12_P111557	III	968943	0.288152382118972	II	3816526	3818238	941866	1117880	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	II	III
