organism_level_trait	QTL_Chr	QTL	mediator_transcript	mediator_gene	eQTL	mediation_estimate	adjusted_p	prop_med	q99_mediator
Albendazole_q90.TOF	II	2222527	T27E4.3.1	hsp-16.48	11069358	0.00465241391062107	0.462	NA	Other genes
Albendazole_q90.TOF	II	2222527	F22E5.7.1	F22E5.7	2698131	0.00324956440698919	0.463	NA	Other genes
Albendazole_q90.TOF	II	2222527	M01B2.10.1	M01B2.10	3978307	0.00475459260620625	0.463	NA	Other genes
Albendazole_q90.TOF	II	2222527	C24H12.7	C24H12.7	88086	0.0149234808008663	0.464	NA	Other genes
Albendazole_q90.TOF	II	2222527	F47F6.1d.1	lin-42	1204125	0.00479534388736011	0.465	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y6D1A.1.1	Y6D1A.1	11807503	0.00540430756827207	0.468	NA	Other genes
Albendazole_q90.TOF	II	2222527	F13A2.4.2	F13A2.4	3617871	0.00513779006277685	0.469	NA	Other genes
Albendazole_q90.TOF	II	2222527	F45D11.9.1	fbxc-42	980171	0.00600973749317552	0.469	NA	Other genes
Albendazole_q90.TOF	II	2222527	F08G2.3.1	his-42	13817664	0.00541588787494754	0.47	NA	Other genes
Albendazole_q90.TOF	II	2222527	F54C9.9.2	F54C9.9	8486946	0.00335730017250307	0.47	NA	Other genes
Albendazole_q90.TOF	II	2222527	F40F9.10.1	F40F9.10	946924	0.00765252286598191	0.471	NA	Other genes
Albendazole_q90.TOF	II	2222527	R134.2	gcy-2	9039062	0.00311797482660731	0.471	NA	Other genes
Albendazole_q90.TOF	II	2222527	R07C3.4.1	acs-15	1174255	0.0144820319065508	0.472	NA	Other genes
Albendazole_q90.TOF	II	2222527	W10G11.16c.1	lgc-45	3475757	0.00567010254670906	0.472	NA	Other genes
Albendazole_q90.TOF	II	2222527	F59G1.3.1	vps-35	6307372	0.00706421276547853	0.474	NA	Other genes
Albendazole_q90.TOF	II	2222527	C06C3.4.1	C06C3.4	946924	0.00502219923996243	0.476	NA	Other genes
Albendazole_q90.TOF	II	2222527	M01D1.3.1	btb-11	1075882	0.00564118442542814	0.476	NA	Other genes
Albendazole_q90.TOF	II	2222527	B0304.8.1	sra-35	4525394	0.00468040135205742	0.477	NA	Other genes
Albendazole_q90.TOF	II	2222527	C08F11.8.2	ugt-22	4248802	0.00829387754597002	0.477	NA	Other genes
Albendazole_q90.TOF	II	2222527	F33H2.8a.1	F33H2.8	13273993	0.0057407595706615	0.477	NA	Other genes
Albendazole_q90.TOF	II	2222527	C46G7.4t.1	pqn-22	946924	0.00457004038947159	0.478	NA	Other genes
Albendazole_q90.TOF	II	2222527	K01A2.7.1	col-69	946924	0.00520110325847441	0.478	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y51B9A.3.1	mpz-6	9520225	0.00829681219571391	0.478	NA	Other genes
Albendazole_q90.TOF	II	2222527	K03D7.7.1	fbxa-102	3978307	0.00671120276140055	0.48	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y45F10B.8.1	Y45F10B.8	1395392	0.00899373951007809	0.48	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y54F10AM.2a.1	feh-1	7779364	0.00798417044043378	0.48	NA	Other genes
Albendazole_q90.TOF	II	2222527	C25A6.1.1	C25A6.1	946924	0.00699277095026281	0.481	NA	Other genes
Albendazole_q90.TOF	II	2222527	C25H3.15.1	C25H3.15	5308622	0.00810481374325405	0.481	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46G5A.34.2	Y46G5A.34	5979009	0.0110839787571774	0.481	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46G5A.34.2	Y46G5A.34	12659729	0.0110839787571774	0.481	NA	Other genes
Albendazole_q90.TOF	II	2222527	C18E9.10a.1	sftd-3	9273089	0.0102539898017359	0.482	NA	Other genes
Albendazole_q90.TOF	II	2222527	K01C8.7b.1	slc-25A32	7308038	0.00894965650204467	0.482	NA	Other genes
Albendazole_q90.TOF	II	2222527	C01B9.1b.1	C01B9.1	1186497	0.0084456835721843	0.485	NA	Other genes
Albendazole_q90.TOF	II	2222527	C01B9.1b.1	C01B9.1	13519520	0.0084456835721843	0.485	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46G5A.1c.1	tbc-17	12709944	0.00528374792175512	0.485	NA	Other genes
Albendazole_q90.TOF	II	2222527	C36B1.12b.1	imp-1	4355779	0.00520660267405569	0.487	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46G5A.12.2	vps-2	12764079	0.00514642466545893	0.487	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y17G7B.23a.1	Y17G7B.23	12058375	0.00486277816431069	0.489	NA	Other genes
Albendazole_q90.TOF	II	2222527	E04D5.1a.2	eif-2A	8843293	0.00399397090325144	0.49	NA	Other genes
Albendazole_q90.TOF	II	2222527	F58E1.12.1	fbxc-26	1534403	0.00409246168725463	0.491	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y17G7B.11.2	arrd-7	12061666	0.00894767686458804	0.491	NA	Other genes
Albendazole_q90.TOF	II	2222527	C23F12.1u.1	fln-2	946924	0.00408420326904999	0.492	NA	Other genes
Albendazole_q90.TOF	II	2222527	F37H8.6.1	F37H8.6	11178164	0.00715855398412231	0.492	NA	Other genes
Albendazole_q90.TOF	II	2222527	T10B5.10a.1	T10B5.10	946924	0.00423154842521525	0.492	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y54G11A.3.1	Y54G11A.3	14555097	0.00370452633462924	0.492	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y54G2A.4.1	samt-1	946924	0.00661934480334712	0.492	NA	Other genes
Albendazole_q90.TOF	II	2222527	F18A11.7	F18A11.7	13018346	0.00483911447539585	0.493	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y81G3A.6.1	Y81G3A.6	13076727	0.00599945786082717	0.493	NA	Other genes
Albendazole_q90.TOF	II	2222527	F45D11.3	F45D11.3	1001269	0.00455388132311954	0.495	NA	Other genes
Albendazole_q90.TOF	II	2222527	E04F6.11f.1	clh-3	7152183	0.00604883193211812	0.496	NA	Other genes
Albendazole_q90.TOF	II	2222527	C40A11.2.2	C40A11.2	1730486	0.00332913249793262	0.498	NA	Other genes
Albendazole_q90.TOF	II	2222527	C32B5.1b.1	fbxc-40	3564964	0.0169121993487427	0.5	NA	Other genes
Albendazole_q90.TOF	II	2222527	F41C3.1.1	F41C3.1	4744308	0.00937895798643554	0.5	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y6D1A.2.1	Y6D1A.2	946924	0.00717427537078385	0.502	NA	Other genes
Albendazole_q90.TOF	II	2222527	C17H1.7.1	pals-6	946924	0.00358544838532062	0.503	NA	Other genes
Albendazole_q90.TOF	II	2222527	C17H1.7.1	pals-6	13265642	0.00358544838532062	0.503	NA	Other genes
Albendazole_q90.TOF	II	2222527	C38D9.2.1	C38D9.2	4428551	0.00477649781392525	0.503	NA	Other genes
Albendazole_q90.TOF	II	2222527	C38D9.2.1	C38D9.2	9909364	0.00477649781392525	0.503	NA	Other genes
Albendazole_q90.TOF	II	2222527	F45D11.4	F45D11.4	1001269	0.00455388132311954	0.503	NA	Other genes
Albendazole_q90.TOF	II	2222527	T27E4.9.1	hsp-16.49	11069358	0.00465241391062107	0.504	NA	Other genes
Albendazole_q90.TOF	II	2222527	R09E10.4	acs-23	946924	0.00818868216662065	0.506	NA	Other genes
Albendazole_q90.TOF	II	2222527	F19B10.4.1	F19B10.4	3668337	0.00590250547379624	0.507	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK617.1e.1	unc-22	473231	0.00448104858932929	0.508	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK617.1e.1	unc-22	3813553	0.00448104858932929	0.508	NA	Other genes
Albendazole_q90.TOF	II	2222527	F22E5.12.1	F22E5.12	2631593	0.00940522979250063	0.51	NA	Other genes
Albendazole_q90.TOF	II	2222527	T06D8.10.2	T06D8.10	13176850	0.00696092670741089	0.51	NA	Other genes
Albendazole_q90.TOF	II	2222527	K12H6.2.1	K12H6.2	2761400	0.00371267721792431	0.511	NA	Other genes
Albendazole_q90.TOF	II	2222527	K07H8.2b.2	K07H8.2	9189408	0.00556794156584586	0.514	NA	Other genes
Albendazole_q90.TOF	II	2222527	C16A11.5a.2	C16A11.5	4021698	0.00857805815344694	0.515	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y38E10A.15.1	nspe-7	12713896	0.00320032009397101	0.515	NA	Other genes
Albendazole_q90.TOF	II	2222527	E03E2.1.2	cyp-43A1	9243856	0.00569606964681478	0.518	NA	Other genes
Albendazole_q90.TOF	II	2222527	F33A8.4.1	F33A8.4	12141586	0.00390676984634763	0.518	NA	Other genes
Albendazole_q90.TOF	II	2222527	F45C12.7.1	btb-6	921473	0.00284244616333946	0.518	NA	Other genes
Albendazole_q90.TOF	II	2222527	W07G1.3.1	zip-3	13512067	0.00702848555660577	0.518	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46H3A.3a.1	hsp-16.2	473231	0.00432043584649566	0.518	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y56A3A.14.1	sdz-33	8699190	0.00904897605366847	0.519	NA	Other genes
Albendazole_q90.TOF	II	2222527	F10C1.8.1	F10C1.8	5751901	0.00522603899665972	0.52	NA	Other genes
Albendazole_q90.TOF	II	2222527	T26E3.7.1	T26E3.7	13160635	0.00544287005298201	0.52	NA	Other genes
Albendazole_q90.TOF	II	2222527	C54D10.14a.1	pals-37	630902	0.00438918926833184	0.521	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK131.2.1	his-25	13817664	0.00447383711005232	0.521	NA	Other genes
Albendazole_q90.TOF	II	2222527	R12C12.8b	R12C12.8	6059658	0.00847758129283406	0.522	NA	Other genes
Albendazole_q90.TOF	II	2222527	C09F9.2.2	C09F9.2	13273993	0.00562499847963771	0.524	NA	Other genes
Albendazole_q90.TOF	II	2222527	K08D8.4c.1	K08D8.4	10628031	0.00752601888300637	0.524	NA	Other genes
Albendazole_q90.TOF	II	2222527	M03B6.3.1	M03B6.3	13265642	0.00451509827783279	0.524	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y48G8AL.11a.2	haf-6	8699190	0.0141922866452619	0.524	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y75B12A.1	Y75B12A.1	3731688	0.00293119506145923	0.524	NA	Other genes
Albendazole_q90.TOF	II	2222527	R07C3.5.1	fbxc-34	5663464	0.0092142830367433	0.525	NA	Other genes
Albendazole_q90.TOF	II	2222527	K10G6.5.1	K10G6.5	4357231	0.00547961891759108	0.528	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y73B3B.2.1	set-28	12181192	0.00249914590379843	0.529	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y69H2.3g.1	Y69H2.3	587549	0.0105327023787292	0.531	NA	Other genes
Albendazole_q90.TOF	II	2222527	T03F1.7.2	tfbm-1	8479178	0.00447632296502336	0.532	NA	Other genes
Albendazole_q90.TOF	II	2222527	R11G1.1.1	R11G1.1	541722	0.00636985797003691	0.534	NA	Other genes
Albendazole_q90.TOF	II	2222527	C31C9.8.2	fbxa-169	13855665	0.00344042378508698	0.535	NA	Other genes
Albendazole_q90.TOF	II	2222527	C26E6.3.2	ntl-9	6049853	0.0069790051631442	0.536	NA	Other genes
Albendazole_q90.TOF	II	2222527	F59E12.5b.2	npl-4.2	6058955	0.00503766949169286	0.536	NA	Other genes
Albendazole_q90.TOF	II	2222527	F10B5.8.1	ints-11	8094901	0.00356328780128934	0.537	NA	Other genes
Albendazole_q90.TOF	II	2222527	C14A4.14.2	mrps-22	10433343	0.00482348952571271	0.538	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y51H7C.5.1	alkb-1	1469143	0.00518439204764972	0.538	NA	Other genes
Albendazole_q90.TOF	II	2222527	K08H2.1.1	skr-21	13158734	0.00704629438897172	0.539	NA	Other genes
Albendazole_q90.TOF	II	2222527	C05C10.2a.1	C05C10.2	9581871	0.00604536769294952	0.541	NA	Other genes
Albendazole_q90.TOF	II	2222527	F54E4.1a.1	rbc-1	913447	0.00469749365312069	0.541	NA	Other genes
Albendazole_q90.TOF	II	2222527	T21B4.17.1	ceh-99	12525946	0.00729307824474196	0.543	NA	Other genes
Albendazole_q90.TOF	II	2222527	F14D2.13a.1	bath-28	3248821	0.0134474366421928	0.544	NA	Other genes
Albendazole_q90.TOF	II	2222527	M03A1.7.2	dao-2	13265642	0.00528131187675141	0.544	NA	Other genes
Albendazole_q90.TOF	II	2222527	T24E12.3.1	T24E12.3	3579282	0.00561596069512185	0.546	NA	Other genes
Albendazole_q90.TOF	II	2222527	F28C6.4a.1	pigg-1	8486946	0.00457448940908349	0.547	NA	Other genes
Albendazole_q90.TOF	II	2222527	T19D12.2a.1	T19D12.2	5036642	0.00309703061660863	0.547	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y41D4A.6d.1	Y41D4A.6	5529904	0.00296076855183301	0.548	NA	Other genes
Albendazole_q90.TOF	II	2222527	C24B9.3.1	C24B9.3	6918577	0.00592166281406264	0.55	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y48C3A.12.1	Y48C3A.12	13347664	0.00362862159066465	0.551	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46G5A.18b.2	Y46G5A.18	12963684	0.00313796141713968	0.553	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK970.7.1	ZK970.7	9758769	0.00715460741062348	0.557	NA	Other genes
Albendazole_q90.TOF	II	2222527	K12H6.12.1	K12H6.12	2769983	0.00554562831850889	0.558	NA	Other genes
Albendazole_q90.TOF	II	2222527	T04B8.6	T04B8.6	637302	0.00514540217022762	0.558	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y48E1B.16.1	clec-145	13471074	0.00458924224571659	0.559	NA	Other genes
Albendazole_q90.TOF	II	2222527	C28F5.1.1	C28F5.1	946924	0.0041415448741924	0.56	NA	Other genes
Albendazole_q90.TOF	II	2222527	B0047.5	bath-14	1739882	0.0192394036038972	0.562	NA	Other genes
Albendazole_q90.TOF	II	2222527	W07E6.3b.1	sms-5	799753	0.00466849086255943	0.562	NA	Other genes
Albendazole_q90.TOF	II	2222527	R07C3.6.1	fbxc-28	946924	0.00542128215904528	0.563	NA	Other genes
Albendazole_q90.TOF	II	2222527	T11F8.1.1	T11F8.1	1395392	0.00417907363812349	0.565	NA	Other genes
Albendazole_q90.TOF	II	2222527	F58A4.11.1	gei-13	946924	0.00250908137188662	0.566	NA	Other genes
Albendazole_q90.TOF	II	2222527	F19C7.7.2	col-110	12759806	0.00802640353258671	0.567	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y54G9A.7.1	Y54G9A.7	13739471	0.0027448326417137	0.567	NA	Other genes
Albendazole_q90.TOF	II	2222527	F53C3.3.1	F53C3.3	3912721	0.0105161789400355	0.569	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46G5A.39.1	Y46G5A.39	12691411	0.0026796107903949	0.57	NA	Other genes
Albendazole_q90.TOF	II	2222527	C36A4.1.1	cyp-25A1	4576260	0.00240580232971509	0.571	NA	Other genes
Albendazole_q90.TOF	II	2222527	F26G1.6a.1	nep-12	4837879	0.0082707001684733	0.571	NA	Other genes
Albendazole_q90.TOF	II	2222527	E04F6.11a.1	clh-3	7152183	0.00293024319327883	0.572	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y57A10A.7	Y57A10A.7	12118931	0.00253757000790885	0.572	NA	Other genes
Albendazole_q90.TOF	II	2222527	T08H4.3.1	ast-1	551358	0.0042653421527816	0.574	NA	Other genes
Albendazole_q90.TOF	II	2222527	F46A9.4.2	skr-2	946924	0.00407491398679888	0.575	NA	Other genes
Albendazole_q90.TOF	II	2222527	C26B9.1a.1	C26B9.1	876138	0.0127540877011526	0.576	NA	Other genes
Albendazole_q90.TOF	II	2222527	T07D4.3a.2	rha-1	8905662	0.00466905796552291	0.577	NA	Other genes
Albendazole_q90.TOF	II	2222527	T21B4.9.1	srh-70	12517333	0.00475916870029905	0.577	NA	Other genes
Albendazole_q90.TOF	II	2222527	C16A11.4a.2	C16A11.4	2471333	0.00303863828445193	0.578	NA	Other genes
Albendazole_q90.TOF	II	2222527	F10B5.2.2	F10B5.2	8147200	0.00355332373360066	0.578	NA	Other genes
Albendazole_q90.TOF	II	2222527	K07B1.6b.2	tos-1	1733193	0.00738182364573762	0.578	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46G5A.18a.1	Y46G5A.18	12775083	0.00938191877947223	0.578	NA	Other genes
Albendazole_q90.TOF	II	2222527	W10C4.1.1	W10C4.1	946924	0.00647568404682985	0.579	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZC317.3.1	glc-3	946924	0.00432137661307289	0.579	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK430.1.2	toe-1	4404618	0.00509666264163455	0.58	NA	Other genes
Albendazole_q90.TOF	II	2222527	K01G5.9.1	tasp-1	2975161	0.00522848560975496	0.581	NA	Other genes
Albendazole_q90.TOF	II	2222527	T08D2.8.1	T08D2.8	2214312	0.0040637152959075	0.581	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZC204.2.1	duxl-1	1311485	0.00648201416980182	0.582	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y38C9B.1.1	cyp-29A3	8200881	0.00659835289685526	0.583	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y38E10A.14.1	Y38E10A.14	12625922	0.0073297482876184	0.584	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y6D1A.1.2	Y6D1A.1	11820563	0.00490919327920789	0.584	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK783.1g.1	fbn-1	13339660	0.00252066826919809	0.585	NA	Other genes
Albendazole_q90.TOF	II	2222527	C03G6.15.1	cyp-35A2	3482859	0.00439478555514746	0.586	NA	Other genes
Albendazole_q90.TOF	II	2222527	C48D1.3.2	cho-1	620637	0.00382989193142206	0.586	NA	Other genes
Albendazole_q90.TOF	II	2222527	F21C10.10.1	F21C10.10	9189408	0.00228669149465828	0.586	NA	Other genes
Albendazole_q90.TOF	II	2222527	F32D8.1.1	F32D8.1	946924	0.00495920238626821	0.586	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK250.7.1	math-49	1602171	0.0110346557451502	0.587	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y110A2AM.3a.2	ubc-26	2724907	0.0151630091130652	0.588	NA	Other genes
Albendazole_q90.TOF	II	2222527	B0491.8b.1	clh-2	946924	0.00187110421711758	0.589	NA	Other genes
Albendazole_q90.TOF	II	2222527	C05D11.6a.1	nas-4	946924	0.00538220387165889	0.589	NA	Other genes
Albendazole_q90.TOF	II	2222527	T27A1.2b.1	T27A1.2	520214	0.0200088096549294	0.589	NA	Other genes
Albendazole_q90.TOF	II	2222527	R09D1.8.2	chil-21	9344690	0.0026234057070898	0.592	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46G5A.34.1	Y46G5A.34	12693051	0.0035356880512824	0.592	NA	Other genes
Albendazole_q90.TOF	II	2222527	C50E10.2c.1	C50E10.2	4494212	0.00276897257223929	0.593	NA	Other genes
Albendazole_q90.TOF	II	2222527	C50E10.2c.1	C50E10.2	12301768	0.00276897257223929	0.593	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y48E1C.2.2	Y48E1C.2	5907776	0.00481577695582557	0.593	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y48E1C.2.2	Y48E1C.2	13557834	0.00481577695582557	0.593	NA	Other genes
Albendazole_q90.TOF	II	2222527	B0273.2.1	puf-7	12759806	0.00514213090433322	0.594	NA	Other genes
Albendazole_q90.TOF	II	2222527	T07D3.4a.1	T07D3.4	898250	0.00398331728736338	0.594	NA	Other genes
Albendazole_q90.TOF	II	2222527	K12H6.6a.2	K12H6.6	2831547	0.00318287643297667	0.595	NA	Other genes
Albendazole_q90.TOF	II	2222527	C14B1.1.1	pdi-1	10372255	0.00232139275175514	0.596	NA	Other genes
Albendazole_q90.TOF	II	2222527	R05D7.5c.1	R05D7.5	5247623	0.00523209392251447	0.596	NA	Other genes
Albendazole_q90.TOF	II	2222527	R07C3.12	clec-44	913447	0.00443937197067602	0.596	NA	Other genes
Albendazole_q90.TOF	II	2222527	F45D11.8	fbxb-28	980171	0.00267203655942486	0.597	NA	Other genes
Albendazole_q90.TOF	II	2222527	T13B5.8a.1	sut-1	1132552	0.00929708516450187	0.598	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y17G7B.20c.2	Y17G7B.20	11784708	0.00289969866975448	0.598	NA	Other genes
Albendazole_q90.TOF	II	2222527	C25H3.6a.2	mdt-26	5308622	0.00216648071711968	0.6	NA	Other genes
Albendazole_q90.TOF	II	2222527	W05B2.4.1	dhc-4	3564780	0.00556508113129151	0.601	NA	Other genes
Albendazole_q90.TOF	II	2222527	F43E2.6b.1	F43E2.6	7323087	0.0046688661563568	0.603	NA	Other genes
Albendazole_q90.TOF	II	2222527	C47G2.5a.1	saps-1	11024572	0.0041826202823373	0.604	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y54G11A.14a.1	Y54G11A.14	1209937	0.00587336525360469	0.604	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK250.6.1	math-48	1468125	0.00345366811415415	0.605	NA	Other genes
Albendazole_q90.TOF	II	2222527	F09E5.3.2	F09E5.3	5418371	0.00179707764811967	0.606	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y81G3A.1.1	Y81G3A.1	13366101	0.00317167608495534	0.606	NA	Other genes
Albendazole_q90.TOF	II	2222527	C07D8.2	C07D8.2	2208261	0.00412555513215289	0.607	NA	Other genes
Albendazole_q90.TOF	II	2222527	R07C3.11a.1	fbxc-24	13339660	0.00204352915619876	0.607	NA	Other genes
Albendazole_q90.TOF	II	2222527	C09E8.3.1	mlt-10	13265642	0.0073006194290806	0.608	NA	Other genes
Albendazole_q90.TOF	II	2222527	C50D2.8b.1	C50D2.8	1158584	0.00290186787729391	0.608	NA	Other genes
Albendazole_q90.TOF	II	2222527	K08H10.5	K08H10.5	795578	0.00288256470641794	0.608	NA	Other genes
Albendazole_q90.TOF	II	2222527	T24H10.7d.1	jun-1	9345644	0.00323591903744103	0.608	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y71H2AM.15a.1	Y71H2AM.15	946924	0.00644377552135289	0.608	NA	Other genes
Albendazole_q90.TOF	II	2222527	E04F6.9.2	E04F6.9	6267686	0.00204438598129003	0.609	NA	Other genes
Albendazole_q90.TOF	II	2222527	T06D8.1e.1	srap-1	11279813	0.00271813687598473	0.609	NA	Other genes
Albendazole_q90.TOF	II	2222527	T06D8.1e.1	srap-1	13108012	0.00271813687598473	0.609	NA	Other genes
Albendazole_q90.TOF	II	2222527	K02F6.7.2	K02F6.7	2634728	0.00364216786709134	0.61	NA	Other genes
Albendazole_q90.TOF	II	2222527	R07B7.2c.1	R07B7.2	2476363	0.0027528822113757	0.611	NA	Other genes
Albendazole_q90.TOF	II	2222527	C33F10.11a.1	C33F10.11	4366599	0.0108855098881013	0.612	NA	Other genes
Albendazole_q90.TOF	II	2222527	T09F3.2.2	T09F3.2	12885725	0.00150350934889506	0.612	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y38F1A.6.1	hphd-1	13186696	0.005242833379856	0.615	NA	Other genes
Albendazole_q90.TOF	II	2222527	W04H10.6a.1	W04H10.6	619041	0.00417468983669686	0.616	NA	Other genes
Albendazole_q90.TOF	II	2222527	W04H10.6a.1	W04H10.6	5778426	0.00417468983669686	0.616	NA	Other genes
Albendazole_q90.TOF	II	2222527	W04H10.6a.1	W04H10.6	13158734	0.00417468983669686	0.616	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK593.5b.1	dnc-1	11069358	0.00319948026050435	0.616	NA	Other genes
Albendazole_q90.TOF	II	2222527	F10C1.9b.1	F10C1.9	5697717	0.00233268586830454	0.619	NA	Other genes
Albendazole_q90.TOF	II	2222527	F10G7.2.2	tsn-1	4784426	0.00260220353728494	0.619	NA	Other genes
Albendazole_q90.TOF	II	2222527	F26G1.2a.1	F26G1.2	8417419	0.00251118798756958	0.619	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y51A2D.7b.2	ints-5	10444387	0.00228808292126423	0.619	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y57A10A.25.2	parn-2	12247349	0.00218719228018064	0.62	NA	Other genes
Albendazole_q90.TOF	II	2222527	C17C3.1a.1	C17C3.1	5110041	0.00513814090232663	0.621	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y69H2.3a.1	Y69H2.3	587549	0.00540825067865024	0.623	NA	Other genes
Albendazole_q90.TOF	II	2222527	F36G9.11.1	clec-232	3249418	0.00198678088700162	0.624	NA	Other genes
Albendazole_q90.TOF	II	2222527	C10C6.1b.1	kin-4	2976664	0.00301236933938258	0.625	NA	Other genes
Albendazole_q90.TOF	II	2222527	F44E5.5.2	F44E5.5	11744122	0.00245682878377334	0.629	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y65B4BR.2a.1	lpr-1	13265642	0.0029572444703424	0.631	NA	Other genes
Albendazole_q90.TOF	II	2222527	F32D1.11.1	F32D1.11	13265642	0.00310135339784072	0.632	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y75B8A.26.1	mrp-8	3564780	0.00175856673852419	0.633	NA	Other genes
Albendazole_q90.TOF	II	2222527	C41H7.5a.1	lido-10	2476363	0.0124956153168952	0.634	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK250.14.1	ZK250.14	1186497	0.00454257563482532	0.634	NA	Other genes
Albendazole_q90.TOF	II	2222527	B0280.7.1	B0280.7	13176850	0.00248259971790788	0.635	NA	Other genes
Albendazole_q90.TOF	II	2222527	K02F6.6.1	K02F6.6	2857584	0.0015965315917601	0.635	NA	Other genes
Albendazole_q90.TOF	II	2222527	T01E8.4.1	mec-15	10244954	0.00455240724360924	0.635	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y110A7A.18.2	ppw-2	12203647	0.00151198674276825	0.635	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y48E1B.5.1	mrpl-37	13610515	0.00297442639880679	0.635	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK1010.4a.1	ZK1010.4	2676801	0.00614712113861976	0.635	NA	Other genes
Albendazole_q90.TOF	II	2222527	C44H4.2.1	let-4	13265642	0.00280654017231281	0.636	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y14H12B.1b.1	Y14H12B.1	3918367	0.00422998619862596	0.636	NA	Other genes
Albendazole_q90.TOF	II	2222527	H20J04.6.2	H20J04.6	4431492	0.00336582082652883	0.637	NA	Other genes
Albendazole_q90.TOF	II	2222527	F15B9.9.1	dsl-7	946924	0.00180341971531891	0.638	NA	Other genes
Albendazole_q90.TOF	II	2222527	F10D2.8b.1	F10D2.8	2476363	0.00483554571244043	0.639	NA	Other genes
Albendazole_q90.TOF	II	2222527	F35C5.8.1	clec-65	12619254	0.0061941555554181	0.639	NA	Other genes
Albendazole_q90.TOF	II	2222527	C06C3.12.1	C06C3.12	9581871	0.00340329325421196	0.64	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y110A2AL.12a.2	pigw-1	9215013	0.00695263816730343	0.64	NA	Other genes
Albendazole_q90.TOF	II	2222527	F59E12.4b.2	npl-4.1	6307372	0.00277333196411968	0.641	NA	Other genes
Albendazole_q90.TOF	II	2222527	C48B4.7.1	C48B4.7	485573	0.00552094808763141	0.642	NA	Other genes
Albendazole_q90.TOF	II	2222527	K02E7.10.1	K02E7.10	430587	0.0144254960085565	0.642	NA	Other genes
Albendazole_q90.TOF	II	2222527	C43E11.3a.1	met-1	1100853	0.00656716252076072	0.643	NA	Other genes
