trait	ld_betw	eQTL_1	eQTL_2	LD	chroms
F13A2.4.2	Distant eQTL to Distant eQTL	X_13885227	II_3617871	0.191508485378706	Between different chromosomes
F13A7.12.1	Distant eQTL to Distant eQTL	IV_4430374	II_595411	0.0884189890564482	Between different chromosomes
F13A7.12.1	Distant eQTL to Distant eQTL	V_13704401	II_595411	0.220058706455351	Between different chromosomes
F13A7.12.1	Distant eQTL to Distant eQTL	V_13704401	IV_4430374	0.201709684228409	Between different chromosomes
F13G3.7b.1	Distant eQTL to Distant eQTL	I_14592226	I_1141367	0.0957669103681178	On the same chromosome
F13G3.7b.1	Distant eQTL to Distant eQTL	II_6049853	I_1141367	0.179459444138876	Between different chromosomes
F13G3.7b.1	Distant eQTL to Distant eQTL	II_6049853	I_14592226	0.243661873385862	Between different chromosomes
F13H10.9.1	Distant eQTL to Distant eQTL	X_12628772	III_3030046	0.0199954194149261	Between different chromosomes
F13H8.2.2	Distant eQTL to Distant eQTL	V_15886892	II_11069358	0.101400959016774	Between different chromosomes
F14B8.5a.1	Distant eQTL to Distant eQTL	V_10844287	II_14139853	0.334382656987986	Between different chromosomes
F14B8.5a.2	Distant eQTL to Distant eQTL	V_3849196	IV_10065783	0.120084255191586	Between different chromosomes
F14F11.1a.2	Distant eQTL to Distant eQTL	X_12469798	III_2097273	0.141312022413788	Between different chromosomes
F15A4.13.1	Distant eQTL to Distant eQTL	III_1604698	I_2588704	0.0979724436067566	Between different chromosomes
F15A4.13.1	Distant eQTL to Distant eQTL	IV_7858491	I_2588704	0.157286524298047	Between different chromosomes
F15A4.13.1	Distant eQTL to Distant eQTL	IV_7858491	III_1604698	0.2168973303856	Between different chromosomes
F15D3.8.1	Distant eQTL to Distant eQTL	V_16088951	I_14248137	0.0844176392307084	Between different chromosomes
F15E6.3.1	Distant eQTL to Distant eQTL	X_2209898	V_4117635	0.407334255990132	Between different chromosomes
F17B5.1a.1	Distant eQTL to Distant eQTL	II_13907987	II_9780	0.419218856111633	On the same chromosome
F17B5.1a.1	Distant eQTL to Distant eQTL	V_12294693	II_9780	0.19957150175055	Between different chromosomes
F17B5.1a.1	Distant eQTL to Distant eQTL	X_6895081	II_9780	0.347308929905959	Between different chromosomes
F17B5.1a.1	Distant eQTL to Distant eQTL	V_12294693	II_13907987	0.204658324052617	Between different chromosomes
F17B5.1a.1	Distant eQTL to Distant eQTL	X_6895081	II_13907987	0.330875291252744	Between different chromosomes
F17B5.1a.1	Distant eQTL to Distant eQTL	X_6895081	V_12294693	0.493667841079259	Between different chromosomes
F18A1.6a.1	Distant eQTL to Distant eQTL	X_15599262	X_10004340	0.343695497246459	On the same chromosome
F18E2.5b.1	Distant eQTL to Distant eQTL	X_8578982	I_12538057	0.0436828957871066	Between different chromosomes
F19B2.12	Distant eQTL to Distant eQTL	IV_3769717	I_345372	0.199571501750264	Between different chromosomes
F19B2.12	Distant eQTL to Distant eQTL	X_14955875	I_345372	0.199571501750264	Between different chromosomes
F19B2.12	Distant eQTL to Distant eQTL	X_14955875	IV_3769717	0.0679812987996815	Between different chromosomes
F20A1.7b.1	Distant eQTL to Distant eQTL	IV_4430374	II_946924	0.199571501750264	Between different chromosomes
F20A1.7b.1	Distant eQTL to Distant eQTL	V_14444778	II_946924	0.163726083481872	Between different chromosomes
F20A1.7b.1	Distant eQTL to Distant eQTL	V_14444778	IV_4430374	0.195642620755245	Between different chromosomes
F20C5.1i.1	Distant eQTL to Distant eQTL	I_10826462	I_345372	0.343695497246459	On the same chromosome
F20C5.5.1	Distant eQTL to Distant eQTL	V_10864889	IV_10645731	0.2590611571635	Between different chromosomes
F20C5.5.1	Distant eQTL to Distant eQTL	V_19518660	IV_10645731	0.219960971648948	Between different chromosomes
F20C5.5.1	Distant eQTL to Distant eQTL	X_6526258	IV_10645731	0.282776874486341	Between different chromosomes
F20C5.5.1	Distant eQTL to Distant eQTL	V_19518660	V_10864889	0.118595801569943	On the same chromosome
F20C5.5.1	Distant eQTL to Distant eQTL	X_6526258	V_10864889	0.414007468537768	Between different chromosomes
F20C5.5.1	Distant eQTL to Distant eQTL	X_6526258	V_19518660	0.282776874486341	Between different chromosomes
F20D6.1.1	Distant eQTL to Distant eQTL	X_7116370	II_1100853	0.106336825388989	Between different chromosomes
F21C10.9.2	Distant eQTL to Distant eQTL	V_18329989	V_10951366	0.179740060251338	On the same chromosome
F21D5.2b.1	Distant eQTL to Distant eQTL	I_14558751	I_707201	0.111842216650444	On the same chromosome
F21D9.2.1	Distant eQTL to Distant eQTL	V_4390262	II_3978307	0.199844743308665	Between different chromosomes
F21D9.2.1	Distant eQTL to Distant eQTL	X_2228574	II_3978307	0.245639738236856	Between different chromosomes
F21D9.2.1	Distant eQTL to Distant eQTL	X_2228574	V_4390262	0.233939585128827	Between different chromosomes
F22B3.1.1	Distant eQTL to Distant eQTL	III_12472823	II_1085131	0.167031841971119	Between different chromosomes
F22E5.13.2	Distant eQTL to Distant eQTL	III_11873598	II_946924	0.0957669103682244	Between different chromosomes
F23B2.5b.1	Distant eQTL to Distant eQTL	V_13589743	IV_12626534	0.27047022240087	Between different chromosomes
F23B2.5b.1	Distant eQTL to Distant eQTL	X_7054469	IV_12626534	0.379419810926572	Between different chromosomes
F23B2.5b.1	Distant eQTL to Distant eQTL	X_7054469	V_13589743	0.506838501772619	Between different chromosomes
F25B5.7d.1	Distant eQTL to Distant eQTL	III_4911111	I_1585923	0.0861840751138266	Between different chromosomes
F25E5.4.1	Distant eQTL to Distant eQTL	III_3353294	I_345372	0.2590611571635	Between different chromosomes
F25E5.4.1	Distant eQTL to Distant eQTL	IV_3769717	I_345372	0.199571501750264	Between different chromosomes
F25E5.4.1	Distant eQTL to Distant eQTL	V_13718280	I_345372	0.273139801280252	Between different chromosomes
F25E5.4.1	Distant eQTL to Distant eQTL	X_2273035	I_345372	0.238501213664136	Between different chromosomes
F25E5.4.1	Distant eQTL to Distant eQTL	IV_3769717	III_3353294	0.106455506317256	Between different chromosomes
F25E5.4.1	Distant eQTL to Distant eQTL	V_13718280	III_3353294	0.273773820181615	Between different chromosomes
F25E5.4.1	Distant eQTL to Distant eQTL	X_2273035	III_3353294	0.268066324913273	Between different chromosomes
F25E5.4.1	Distant eQTL to Distant eQTL	V_13718280	IV_3769717	0.147893971810639	Between different chromosomes
F25E5.4.1	Distant eQTL to Distant eQTL	X_2273035	IV_3769717	0.0968538078532783	Between different chromosomes
F25E5.4.1	Distant eQTL to Distant eQTL	X_2273035	V_13718280	0.302645910140607	Between different chromosomes
F25E5.4.2	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
F25H8.1a.2	Distant eQTL to Distant eQTL	V_14649731	IV_10940663	0.126244599240282	Between different chromosomes
F25H8.5d.1	Distant eQTL to Distant eQTL	V_1290784	I_12581234	0.219960971648948	Between different chromosomes
F25H8.6.2	Distant eQTL to Distant eQTL	V_14654518	IV_4430374	0.316592861241986	Between different chromosomes
F26A1.9.2	Distant eQTL to Distant eQTL	IV_14412461	I_661425	0.102649941064927	Between different chromosomes
F26A1.9.2	Distant eQTL to Distant eQTL	V_7317606	I_661425	0.197795413543181	Between different chromosomes
F26A1.9.2	Distant eQTL to Distant eQTL	V_7317606	IV_14412461	0.164818399220271	Between different chromosomes
F26A10.2.1	Distant eQTL to Distant eQTL	V_14447671	II_13265642	0.086414371799357	Between different chromosomes
F26G1.6b.1	Distant eQTL to Distant eQTL	IV_4430374	II_551358	0.136838096801691	Between different chromosomes
F26G1.6b.1	Distant eQTL to Distant eQTL	V_14654518	II_551358	0.293465360966443	Between different chromosomes
F26G1.6b.1	Distant eQTL to Distant eQTL	V_14654518	IV_4430374	0.316592861241986	Between different chromosomes
F28G4.1.1	Distant eQTL to Distant eQTL	IV_16549015	I_13463537	0.0536227723095774	Between different chromosomes
F29B9.9a.1	Distant eQTL to Distant eQTL	V_14649731	II_946924	0.141308813235556	Between different chromosomes
F29C12.1b.1	Distant eQTL to Distant eQTL	II_14555009	II_551358	0.390108435138425	On the same chromosome
F29C12.1b.1	Distant eQTL to Distant eQTL	IV_4430374	II_551358	0.136838096801691	Between different chromosomes
F29C12.1b.1	Distant eQTL to Distant eQTL	V_14654518	II_551358	0.293465360966443	Between different chromosomes
F29C12.1b.1	Distant eQTL to Distant eQTL	IV_4430374	II_14555009	0.141286226527271	Between different chromosomes
F29C12.1b.1	Distant eQTL to Distant eQTL	V_14654518	II_14555009	0.231854213133827	Between different chromosomes
F29C12.1b.1	Distant eQTL to Distant eQTL	V_14654518	IV_4430374	0.316592861241986	Between different chromosomes
F29C12.5.1	Distant eQTL to Distant eQTL	IV_16847755	II_5067883	0.0203787954722173	Between different chromosomes
F32B6.6.1	Distant eQTL to Distant eQTL	V_4390262	IV_16429360	0.177417760184129	Between different chromosomes
F32D1.11.1	Distant eQTL to Distant eQTL	IV_4430374	II_13265642	0.118080967662683	Between different chromosomes
F32E10.3b.1	Distant eQTL to Distant eQTL	IV_4430374	I_1549172	0.256406219039498	Between different chromosomes
F32E10.3b.1	Distant eQTL to Distant eQTL	V_14649731	I_1549172	0.137298125715149	Between different chromosomes
F32E10.3b.1	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
F33A8.10.1	Distant eQTL to Distant eQTL	IV_4430374	I_1549172	0.256406219039498	Between different chromosomes
F33D4.6c.1	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
F35D11.2b.1	Distant eQTL to Distant eQTL	X_13516932	V_14444778	0.194037047488828	Between different chromosomes
F35D2.2.1	Distant eQTL to Distant eQTL	IV_4430374	III_2947373	0.0762454856594209	Between different chromosomes
F35E12.4	Distant eQTL to Distant eQTL	V_18866071	I_14721419	0.49366784107924	Between different chromosomes
F35E12.4	Distant eQTL to Distant eQTL	X_1905739	I_14721419	0.682630062636451	Between different chromosomes
F35E12.4	Distant eQTL to Distant eQTL	X_1905739	V_18866071	0.744169851044201	Between different chromosomes
F35G12.3a.2	Distant eQTL to Distant eQTL	IV_1220427	III_13265430	0.27047022240087	Between different chromosomes
F36A4.6.1	Distant eQTL to Distant eQTL	V_14649731	II_1186497	0.137298125715149	Between different chromosomes
F36D3.1.1	Distant eQTL to Distant eQTL	IV_6232856	III_10901011	0.0010226241700357	Between different chromosomes
F36H12.8.1	Distant eQTL to Distant eQTL	IV_6539887	II_2706815	0.512384626644097	Between different chromosomes
F36H2.3c.1	Distant eQTL to Distant eQTL	V_20030979	V_14649731	0.307762445888615	On the same chromosome
F36H5.13.1	Distant eQTL to Distant eQTL	X_11378563	IV_10940933	0.0634457843385683	Between different chromosomes
F37A4.7c.1	Distant eQTL to Distant eQTL	V_14444778	III_9932807	0.0964851881884995	Between different chromosomes
F37B12.3.2	Distant eQTL to Distant eQTL	III_9911943	II_12172574	0.173491573528221	Between different chromosomes
F38B6.5a.1	Distant eQTL to Distant eQTL	II_13265642	II_946924	0.0839640110118751	On the same chromosome
F38B6.5a.1	Distant eQTL to Distant eQTL	V_12294693	II_946924	0.219960971648948	Between different chromosomes
F38B6.5a.1	Distant eQTL to Distant eQTL	V_12294693	II_13265642	0.431837770420297	Between different chromosomes
F38C2.5.1	Distant eQTL to Distant eQTL	V_4436657	I_11480040	0.176310583155018	Between different chromosomes
F39B2.7.2	Distant eQTL to Distant eQTL	III_8969651	II_12458085	0.0391712867929244	Between different chromosomes
F39D8.1c.1	Distant eQTL to Distant eQTL	V_13722936	III_2923217	0.132950981207642	Between different chromosomes
F39D8.4.1	Distant eQTL to Distant eQTL	IV_16047511	IV_4430374	0.0548728254686752	On the same chromosome
F39H12.4.1	Distant eQTL to Distant eQTL	III_1644607	I_1200305	0.289705977350139	Between different chromosomes
F39H12.4.1	Distant eQTL to Distant eQTL	IV_6171634	I_1200305	0.293376835335574	Between different chromosomes
F39H12.4.1	Distant eQTL to Distant eQTL	IV_6171634	III_1644607	0.335383833235377	Between different chromosomes
F40F9.10.1	Distant eQTL to Distant eQTL	II_14485466	II_946924	0.0851741775790851	On the same chromosome
F40F9.10.1	Distant eQTL to Distant eQTL	X_6526258	II_946924	0.130633677794635	Between different chromosomes
F40F9.10.1	Distant eQTL to Distant eQTL	X_6526258	II_14485466	0.282776874486341	Between different chromosomes
F40F9.1a.1	Distant eQTL to Distant eQTL	V_19068849	V_11516185	0.2876664510468	On the same chromosome
F40F9.1a.1	Distant eQTL to Distant eQTL	X_8249407	V_11516185	0.652842586844204	Between different chromosomes
F40F9.1a.1	Distant eQTL to Distant eQTL	X_8249407	V_19068849	0.387021016262098	Between different chromosomes
F41C6.5.2	Distant eQTL to Distant eQTL	II_14258126	II_946924	0.0651940529995571	On the same chromosome
F41C6.5.2	Distant eQTL to Distant eQTL	V_14649731	II_946924	0.141308813235556	Between different chromosomes
F41C6.5.2	Distant eQTL to Distant eQTL	V_20030979	II_946924	0.0131710684681135	Between different chromosomes
F41C6.5.2	Distant eQTL to Distant eQTL	V_14649731	II_14258126	0.175247424964237	Between different chromosomes
F41C6.5.2	Distant eQTL to Distant eQTL	V_20030979	II_14258126	0.131297204201441	Between different chromosomes
F41C6.5.2	Distant eQTL to Distant eQTL	V_20030979	V_14649731	0.307762445888615	On the same chromosome
F41D9.5.1	Distant eQTL to Distant eQTL	X_6526258	V_14649731	0.125335706887377	Between different chromosomes
F41E6.11.1	Distant eQTL to Distant eQTL	IV_4430374	III_2923217	0.0860384680314111	Between different chromosomes
F41E6.11.1	Distant eQTL to Distant eQTL	IV_15446109	III_2923217	0.159422033401962	Between different chromosomes
F41E6.11.1	Distant eQTL to Distant eQTL	V_14444778	III_2923217	0.244699323884792	Between different chromosomes
F41E6.11.1	Distant eQTL to Distant eQTL	IV_15446109	IV_4430374	0.127626414590101	On the same chromosome
F41E6.11.1	Distant eQTL to Distant eQTL	V_14444778	IV_4430374	0.195642620755245	Between different chromosomes
F41E6.11.1	Distant eQTL to Distant eQTL	V_14444778	IV_15446109	0.273646273773499	Between different chromosomes
F42F12.7.1	Distant eQTL to Distant eQTL	III_8975604	III_3329752	0.153174101519645	On the same chromosome
F44D12.3.1	Distant eQTL to Distant eQTL	V_4415549	II_2177000	0.0624832014806689	Between different chromosomes
F44E5.4.1	Distant eQTL to Distant eQTL	IV_9092582	I_2018645	0.356917736961162	Between different chromosomes
F45B8.3.1	Distant eQTL to Distant eQTL	V_14649731	IV_3769717	0.125335706887377	Between different chromosomes
F45B8.3.1	Distant eQTL to Distant eQTL	V_20030979	IV_3769717	0.19957150175055	Between different chromosomes
F45B8.3.1	Distant eQTL to Distant eQTL	V_20030979	V_14649731	0.307762445888615	On the same chromosome
F45D11.13.1	Distant eQTL to Distant eQTL	V_4415549	IV_4544278	0.335022592692941	Between different chromosomes
F45D11.8	Distant eQTL to Distant eQTL	V_2071629	IV_12140133	0.305068746703649	Between different chromosomes
F45E4.1.1	Distant eQTL to Distant eQTL	V_20030979	II_473231	0.272452678233769	Between different chromosomes
F45E4.3c.1	Distant eQTL to Distant eQTL	V_14444778	II_946924	0.163726083481872	Between different chromosomes
F45E6.4.1	Distant eQTL to Distant eQTL	X_4830414	V_16518382	0.201433016858283	Between different chromosomes
F45H11.1b.2	Distant eQTL to Distant eQTL	V_3004240	IV_7791948	0.245696219269067	Between different chromosomes
F46C8.8.2	Distant eQTL to Distant eQTL	II_13265642	II_946924	0.0839640110118751	On the same chromosome
F46C8.8.2	Distant eQTL to Distant eQTL	V_12294693	II_946924	0.219960971648948	Between different chromosomes
F46C8.8.2	Distant eQTL to Distant eQTL	X_6526258	II_946924	0.130633677794635	Between different chromosomes
F46C8.8.2	Distant eQTL to Distant eQTL	V_12294693	II_13265642	0.431837770420297	Between different chromosomes
F46C8.8.2	Distant eQTL to Distant eQTL	X_6526258	II_13265642	0.235384961737711	Between different chromosomes
F46C8.8.2	Distant eQTL to Distant eQTL	X_6526258	V_12294693	0.493667841079259	Between different chromosomes
F46E10.2.1	Distant eQTL to Distant eQTL	III_10382281	III_2954593	0.500769728884091	On the same chromosome
F46E10.2.1	Distant eQTL to Distant eQTL	V_13932083	III_2954593	0.0245528438944256	Between different chromosomes
F46E10.2.1	Distant eQTL to Distant eQTL	V_13932083	III_10382281	0.0114739213886483	Between different chromosomes
F46F3.1a.1	Distant eQTL to Distant eQTL	V_3004240	IV_7858491	0.396239537317485	Between different chromosomes
F46F3.1a.1	Distant eQTL to Distant eQTL	X_769345	IV_7858491	0.278524666175723	Between different chromosomes
F46F3.1a.1	Distant eQTL to Distant eQTL	X_769345	V_3004240	0.199308778412855	Between different chromosomes
F46F5.5.1	Distant eQTL to Distant eQTL	X_4562158	V_10343103	0.677740837740229	Between different chromosomes
F47B8.5b.1	Distant eQTL to Distant eQTL	V_12902310	II_946924	0.161482604013107	Between different chromosomes
F47F6.1a.1	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
F48E3.4.1	Distant eQTL to Distant eQTL	V_4039065	IV_8337815	0.313044783688921	Between different chromosomes
F48F5.5.2	Distant eQTL to Distant eQTL	V_13728639	IV_13242561	0.185298019511316	Between different chromosomes
F48G7.12a.1	Distant eQTL to Distant eQTL	III_12398088	I_2820424	0.243661873385862	Between different chromosomes
F49A5.4b.1	Distant eQTL to Distant eQTL	X_5621475	I_14125300	0.0691769719987818	Between different chromosomes
F49E2.5r.1	Distant eQTL to Distant eQTL	III_12810053	III_682143	0.107458673145855	On the same chromosome
F49E2.5r.1	Distant eQTL to Distant eQTL	X_14927681	III_682143	0.202750586555172	Between different chromosomes
F49E2.5r.1	Distant eQTL to Distant eQTL	X_14927681	III_12810053	0.132950981207642	Between different chromosomes
F49F1.5a.1	Distant eQTL to Distant eQTL	X_5579044	IV_2766510	0.0705288614782926	Between different chromosomes
F52B5.1a.2	Distant eQTL to Distant eQTL	III_12528761	I_12101666	0.0114739213886483	Between different chromosomes
F52D1.3c.1	Distant eQTL to Distant eQTL	II_3514693	I_345372	0.350213856323441	Between different chromosomes
F52D1.3c.1	Distant eQTL to Distant eQTL	IV_4430374	I_345372	0.130633677794635	Between different chromosomes
F52D1.3c.1	Distant eQTL to Distant eQTL	V_14654518	I_345372	0.218074205814248	Between different chromosomes
F52D1.3c.1	Distant eQTL to Distant eQTL	V_20030979	I_345372	0.310416524820752	Between different chromosomes
F52D1.3c.1	Distant eQTL to Distant eQTL	X_14460051	I_345372	0.310416524820752	Between different chromosomes
F52D1.3c.1	Distant eQTL to Distant eQTL	IV_4430374	II_3514693	0.106455506317256	Between different chromosomes
F52D1.3c.1	Distant eQTL to Distant eQTL	V_14654518	II_3514693	0.228304688830347	Between different chromosomes
F52D1.3c.1	Distant eQTL to Distant eQTL	V_20030979	II_3514693	0.259061157163487	Between different chromosomes
F52D1.3c.1	Distant eQTL to Distant eQTL	X_14460051	II_3514693	0.454253742763023	Between different chromosomes
F52D1.3c.1	Distant eQTL to Distant eQTL	V_14654518	IV_4430374	0.316592861241986	Between different chromosomes
F52D1.3c.1	Distant eQTL to Distant eQTL	V_20030979	IV_4430374	0.0762454856594209	Between different chromosomes
F52D1.3c.1	Distant eQTL to Distant eQTL	X_14460051	IV_4430374	0.0363571052173995	Between different chromosomes
F52D1.3c.1	Distant eQTL to Distant eQTL	V_20030979	V_14654518	0.280139826874009	On the same chromosome
F52D1.3c.1	Distant eQTL to Distant eQTL	X_14460051	V_14654518	0.218074205814248	Between different chromosomes
F52D1.3c.1	Distant eQTL to Distant eQTL	X_14460051	V_20030979	0.310416524820752	Between different chromosomes
F52F10.4a.1	Distant eQTL to Distant eQTL	X_16028044	II_13053228	0.087149882270404	Between different chromosomes
F52G3.4	Distant eQTL to Distant eQTL	IV_6179627	II_3657397	0.182128202801092	Between different chromosomes
F52G3.4	Distant eQTL to Distant eQTL	V_2895609	II_3657397	0.0686125368766456	Between different chromosomes
F52G3.4	Distant eQTL to Distant eQTL	X_15713352	II_3657397	0.132950981207641	Between different chromosomes
F52G3.4	Distant eQTL to Distant eQTL	V_2895609	IV_6179627	0.219960971648948	Between different chromosomes
F52G3.4	Distant eQTL to Distant eQTL	X_15713352	IV_6179627	0.161482604013107	Between different chromosomes
F52G3.4	Distant eQTL to Distant eQTL	X_15713352	V_2895609	0.0957669103682244	Between different chromosomes
F52G3.5.1	Distant eQTL to Distant eQTL	X_12628772	II_12124018	0.00144004880410662	Between different chromosomes
F53B2.7	Distant eQTL to Distant eQTL	V_5501275	IV_10645731	0.607836104513818	Between different chromosomes
F53B2.7	Distant eQTL to Distant eQTL	V_19202418	IV_10645731	0.219960971648948	Between different chromosomes
F53B2.7	Distant eQTL to Distant eQTL	V_19202418	V_5501275	0.220529238269072	On the same chromosome
F53B6.9.1	Distant eQTL to Distant eQTL	V_14444778	IV_4430374	0.195642620755245	Between different chromosomes
F53B7.2a.1	Distant eQTL to Distant eQTL	V_12294693	II_946924	0.219960971648948	Between different chromosomes
F53B7.2a.1	Distant eQTL to Distant eQTL	X_6526258	II_946924	0.130633677794635	Between different chromosomes
F53B7.2a.1	Distant eQTL to Distant eQTL	X_6526258	V_12294693	0.493667841079259	Between different chromosomes
F53E4.1a.2	Distant eQTL to Distant eQTL	V_14649731	I_12101627	0.270012440491053	Between different chromosomes
F53F4.8	Distant eQTL to Distant eQTL	II_355941	I_13463537	0.420798736256602	Between different chromosomes
F53F4.8	Distant eQTL to Distant eQTL	X_3893981	I_13463537	0.682630062636451	Between different chromosomes
F53F4.8	Distant eQTL to Distant eQTL	X_3893981	II_355941	0.347308929905959	Between different chromosomes
F54C4.4.1	Distant eQTL to Distant eQTL	IV_3523816	I_12921	0.0485450372614908	Between different chromosomes
F54E12.1.1	Distant eQTL to Distant eQTL	V_7820031	IV_9402749	0.506838501772619	Between different chromosomes
F54E12.1.1	Distant eQTL to Distant eQTL	V_18849905	IV_9402749	0.313514511295341	Between different chromosomes
F54E12.1.1	Distant eQTL to Distant eQTL	V_18849905	V_7820031	0.313514511295341	On the same chromosome
F54E12.3.1	Distant eQTL to Distant eQTL	III_12491239	II_671347	0.118080967662683	Between different chromosomes
F56A12.1.1	Distant eQTL to Distant eQTL	V_4415549	IV_7858491	0.448553336722827	Between different chromosomes
F56A4.11	Distant eQTL to Distant eQTL	II_13781845	I_675688	0.0318281049823254	Between different chromosomes
F56A4.11	Distant eQTL to Distant eQTL	III_7137848	I_675688	0.00159999748474204	Between different chromosomes
F56A4.11	Distant eQTL to Distant eQTL	IV_14888154	I_675688	0.0187028433497743	Between different chromosomes
F56A4.11	Distant eQTL to Distant eQTL	X_15742279	I_675688	0.0137272879397576	Between different chromosomes
F56A4.11	Distant eQTL to Distant eQTL	III_7137848	II_13781845	6.39311479031492e-08	Between different chromosomes
F56A4.11	Distant eQTL to Distant eQTL	IV_14888154	II_13781845	0.0910710148223032	Between different chromosomes
F56A4.11	Distant eQTL to Distant eQTL	X_15742279	II_13781845	0.0143257957035079	Between different chromosomes
F56A4.11	Distant eQTL to Distant eQTL	IV_14888154	III_7137848	0.000679325549602701	Between different chromosomes
F56A4.11	Distant eQTL to Distant eQTL	X_15742279	III_7137848	0.00754457054511195	Between different chromosomes
F56A4.11	Distant eQTL to Distant eQTL	X_15742279	IV_14888154	0.0596489413073394	Between different chromosomes
F56D2.3a.1	Distant eQTL to Distant eQTL	IV_4430374	I_1549172	0.256406219039498	Between different chromosomes
F56D3.1.2	Distant eQTL to Distant eQTL	V_14649731	II_14555009	0.287172356050622	Between different chromosomes
F56D5.9.1	Distant eQTL to Distant eQTL	V_20014990	II_1203610	0.0226602148051302	Between different chromosomes
F56D6.16	Distant eQTL to Distant eQTL	III_967340	I_4446767	0.00517348095790847	Between different chromosomes
F56E10.2a.1	Distant eQTL to Distant eQTL	V_14649731	I_13304877	0.151776964229821	Between different chromosomes
F56F11.4a.1	Distant eQTL to Distant eQTL	V_14036926	II_1462989	0.0143257957035079	Between different chromosomes
F57A8.2b.2	Distant eQTL to Distant eQTL	X_8249407	V_11516185	0.652842586844204	Between different chromosomes
F57B10.8.1	Distant eQTL to Distant eQTL	IV_43186	III_2923217	0.0957669103681178	Between different chromosomes
F57B10.8.1	Distant eQTL to Distant eQTL	IV_14470670	III_2923217	0.186378002691926	Between different chromosomes
F57B10.8.1	Distant eQTL to Distant eQTL	IV_14470670	IV_43186	0.108180305919026	On the same chromosome
F57B10.8.2	Distant eQTL to Distant eQTL	IV_15391345	III_2910677	0.215947210236444	Between different chromosomes
F57F5.3.1	Distant eQTL to Distant eQTL	IV_16027005	II_13273993	0.0204159398973881	Between different chromosomes
F57F5.3.1	Distant eQTL to Distant eQTL	X_6895081	II_13273993	0.235384961737711	Between different chromosomes
F57F5.3.1	Distant eQTL to Distant eQTL	X_6895081	IV_16027005	0.0762454856594209	Between different chromosomes
F57H12.3.1	Distant eQTL to Distant eQTL	IV_4430374	II_14555009	0.141286226527271	Between different chromosomes
F57H12.3.1	Distant eQTL to Distant eQTL	V_14649731	II_14555009	0.287172356050622	Between different chromosomes
F57H12.3.1	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
F58D12.3.1	Distant eQTL to Distant eQTL	X_7399410	II_11706610	0.0169979259399846	Between different chromosomes
F58D5.1a.1	Distant eQTL to Distant eQTL	IV_16027005	I_12921	0.130633677794635	Between different chromosomes
F58E10.4.1	Distant eQTL to Distant eQTL	V_15402901	II_473231	0.292995188365144	Between different chromosomes
F58G11.2a.1	Distant eQTL to Distant eQTL	II_355941	I_13171417	0.282776874486341	Between different chromosomes
F58G11.2a.1	Distant eQTL to Distant eQTL	II_14951586	I_13171417	0.416979879687461	Between different chromosomes
F58G11.2a.1	Distant eQTL to Distant eQTL	V_14690552	I_13171417	0.539673494090091	Between different chromosomes
F58G11.2a.1	Distant eQTL to Distant eQTL	X_2827856	I_13171417	0.571972773650907	Between different chromosomes
F58G11.2a.1	Distant eQTL to Distant eQTL	II_14951586	II_355941	0.380539509099387	On the same chromosome
F58G11.2a.1	Distant eQTL to Distant eQTL	V_14690552	II_355941	0.28277687448632	Between different chromosomes
F58G11.2a.1	Distant eQTL to Distant eQTL	X_2827856	II_355941	0.23495125358769	Between different chromosomes
F58G11.2a.1	Distant eQTL to Distant eQTL	V_14690552	II_14951586	0.416979879687461	Between different chromosomes
F58G11.2a.1	Distant eQTL to Distant eQTL	X_2827856	II_14951586	0.350213856323441	Between different chromosomes
F58G11.2a.1	Distant eQTL to Distant eQTL	X_2827856	V_14690552	0.454253742763023	Between different chromosomes
F58G11.2c.1	Distant eQTL to Distant eQTL	IV_13190783	I_13171417	0.343695497246459	Between different chromosomes
F58G11.2c.1	Distant eQTL to Distant eQTL	X_3893981	I_13171417	0.620673976316642	Between different chromosomes
F58G11.2c.1	Distant eQTL to Distant eQTL	X_3893981	IV_13190783	0.313514511295341	Between different chromosomes
F58G4.6.1	Distant eQTL to Distant eQTL	V_14649731	II_14555009	0.287172356050622	Between different chromosomes
F59E12.16c	Distant eQTL to Distant eQTL	III_9039944	II_3511980	0.000656210661703779	Between different chromosomes
F59E12.5a.2	Distant eQTL to Distant eQTL	IV_1516320	III_12376935	0.00799831994918273	Between different chromosomes
F59H6.10.2	Distant eQTL to Distant eQTL	X_13092781	IV_4544278	0.0039628874055297	Between different chromosomes
H11L12.1.1	Distant eQTL to Distant eQTL	X_16681022	IV_1269155	0.0434652325060377	Between different chromosomes
H13N06.2.1	Distant eQTL to Distant eQTL	IV_11064615	I_2775461	0.260544505614024	Between different chromosomes
H13N06.2.1	Distant eQTL to Distant eQTL	MtDNA_9374	I_2775461	0.139844671970253	Between different chromosomes
H13N06.2.1	Distant eQTL to Distant eQTL	MtDNA_9374	IV_11064615	0.137311813880016	Between different chromosomes
