trait	transcript	log10p	transcript_Chr	transcript_start
q90TOF_reg_K07A12.1.1	K07A12.1.1	35.437626144361	I	8666595
q90TOF_reg_K07A12.2.2	K07A12.2.2	36.0772597658673	I	8676663
q90TOF_reg_K07A1.2.2	K07A1.2.2	36.3771840462439	I	9585411
q90TOF_reg_K07A12.3.2	K07A12.3.2	35.1567576594993	I	8692946
q90TOF_reg_K07A12.4a.2	K07A12.4a.2	35.6402770077306	I	8687630
q90TOF_reg_K07A12.4b.2	K07A12.4b.2	34.0701052916558	I	8687634
q90TOF_reg_K07A12.5b.1	K07A12.5b.1	36.1933648729219	I	8693451
q90TOF_reg_K07A12.5c.1	K07A12.5c.1	35.3680083371582	I	8693493
q90TOF_reg_K07A12.5d.1	K07A12.5d.1	35.2774800969018	I	8693493
q90TOF_reg_K07A12.6.1	K07A12.6.1	35.5540407984589	I	8683201
q90TOF_reg_K07A12.7.1	K07A12.7.1	35.4444560245877	I	8691039
q90TOF_reg_K07A12.7.2	K07A12.7.2	34.2869559736584	I	8691038
q90TOF_reg_K07A12.8a.1	K07A12.8a.1	35.2328702917278	I	8669861
q90TOF_reg_K07A12.8c.1	K07A12.8c.1	35.4225265218811	I	8669859
q90TOF_reg_K07A1.3.1	K07A1.3.1	36.4037582560912	I	9587148
q90TOF_reg_K07A1.4.1	K07A1.4.1	36.4235850315314	I	9589284
q90TOF_reg_K07A1.5.1	K07A1.5.1	36.2119162953532	I	9590506
q90TOF_reg_K07A1.6.1	K07A1.6.1	35.9136939580326	I	9591939
q90TOF_reg_K07A1.7.1	K07A1.7.1	35.4036412293455	I	9594181
q90TOF_reg_K07A1.7.2	K07A1.7.2	35.4328429661953	I	9595276
q90TOF_reg_K07A1.8.1	K07A1.8.1	35.3606035680814	I	9609497
q90TOF_reg_K07A1.8.2	K07A1.8.2	34.0590842986701	I	9609497
q90TOF_reg_K07A1.9a.1	K07A1.9a.1	35.0532922695478	I	9611815
q90TOF_reg_K07A1.9b.1	K07A1.9b.1	35.7337947135988	I	9611815
q90TOF_reg_K07A1.9c.2	K07A1.9c.2	34.597500709471	I	9611819
q90TOF_reg_K07A1.9d.1	K07A1.9d.1	36.0360840507666	I	9611813
q90TOF_reg_K07A3.1a.1	K07A3.1a.1	35.3831202087451	I	2580935
q90TOF_reg_K07A3.1a.2	K07A3.1a.2	35.0344146912599	I	2580935
q90TOF_reg_K07A3.2a.1	K07A3.2a.1	33.6872336938596	I	2587527
q90TOF_reg_K07A3.3b.1	K07A3.3b.1	36.4469338298999	I	2599979
q90TOF_reg_K07A9.2.1	K07A9.2.1	35.5019161911042	IV	1824481
q90TOF_reg_K07A9.3.1	K07A9.3.1	34.0213092106114	IV	1834626
q90TOF_reg_K07A9.3.2	K07A9.3.2	34.71031986112	IV	1834626
q90TOF_reg_K07B1.1.1	K07B1.1.1	35.4600080751006	V	9345772
q90TOF_reg_K07B1.2.2	K07B1.2.2	35.3524067979296	V	9336758
q90TOF_reg_K07B1.3.1	K07B1.3.1	35.3670957013953	V	9334773
q90TOF_reg_K07B1.3.2	K07B1.3.2	35.724504807492	V	9334298
q90TOF_reg_K07B1.4a.2	K07B1.4a.2	35.0339260316396	V	9328960
q90TOF_reg_K07B1.5a.1	K07B1.5a.1	35.3624736225101	V	9327142
q90TOF_reg_K07B1.5a.2	K07B1.5a.2	33.6562724865691	V	9327142
q90TOF_reg_K07B1.5b.1	K07B1.5b.1	35.5662567068328	V	9327148
q90TOF_reg_K07B1.5b.2	K07B1.5b.2	36.0351304841046	V	9327148
q90TOF_reg_K07B1.6a.2	K07B1.6a.2	35.529846510029	V	9343292
q90TOF_reg_K07B1.6b.1	K07B1.6b.1	35.212576504824	V	9343288
q90TOF_reg_K07B1.6b.2	K07B1.6b.2	35.3224641657308	V	9338858
q90TOF_reg_K07B1.7a.1	K07B1.7a.1	35.2118944036402	V	9345022
q90TOF_reg_K07C10.1.1	K07C10.1.1	35.7369747848387	II	11156589
q90TOF_reg_K07C11.2.1	K07C11.2.1	34.7752819928027	V	8221488
q90TOF_reg_K07C11.2.2	K07C11.2.2	35.4136606394127	V	8221410
q90TOF_reg_K07C11.3.1	K07C11.3.1	35.5922437289389	V	8207235
q90TOF_reg_K07C11.3.2	K07C11.3.2	35.0424341126448	V	8207233
q90TOF_reg_K07C11.4.1	K07C11.4.1	35.921380872452	V	8203332
q90TOF_reg_K07C11.5.2	K07C11.5.2	35.6828320852025	V	8201801
q90TOF_reg_K07C11.7a.1	K07C11.7a.1	34.807564786733	V	8207926
q90TOF_reg_K07C11.7a.2	K07C11.7a.2	35.5332272324307	V	8207946
q90TOF_reg_K07C11.7b.1	K07C11.7b.1	36.9776740144512	V	8207928
q90TOF_reg_K07C11.7b.2	K07C11.7b.2	35.0553012956882	V	8207927
q90TOF_reg_K07C11.8.2	K07C11.8.2	35.8245475045437	V	8215562
q90TOF_reg_K07C11.9.1	K07C11.9.1	35.3122628675623	V	8218267
q90TOF_reg_K07C11.9.2	K07C11.9.2	34.8260089802639	V	8218267
q90TOF_reg_K07C5.1.2	K07C5.1.2	35.2287674599427	V	10334943
q90TOF_reg_K07C5.13b.1	K07C5.13b.1	35.4259897223097	V	10342055
q90TOF_reg_K07C5.2.2	K07C5.2.2	34.2182046926547	V	10339494
q90TOF_reg_K07C5.3.1	K07C5.3.1	35.3417310056466	V	10343032
q90TOF_reg_K07C5.3.2	K07C5.3.2	34.8219438316948	V	10343032
q90TOF_reg_K07C5.4.1	K07C5.4.1	36.1254474333907	V	10350466
q90TOF_reg_K07C5.5.1	K07C5.5.1	35.7090045339758	V	10356285
q90TOF_reg_K07C5.5.2	K07C5.5.2	35.1704992268544	V	10356282
q90TOF_reg_K07C5.6.1	K07C5.6.1	34.9467184327467	V	10353584
q90TOF_reg_K07C5.6.2	K07C5.6.2	35.4643894605993	V	10353583
q90TOF_reg_K07C5.7.1	K07C5.7.1	35.6887476861806	V	10358538
q90TOF_reg_K07C5.8a.1	K07C5.8a.1	34.9239487216715	V	10362261
q90TOF_reg_K07C5.8b.1	K07C5.8b.1	36.0945790303694	V	10362261
q90TOF_reg_K07C5.9.1	K07C5.9.1	36.1241370443365	V	10346649
q90TOF_reg_K07C6.2.1	K07C6.2.1	38.4103583913822	V	3945353
q90TOF_reg_K07C6.3.1	K07C6.3.1	38.0245713575659	V	3942164
q90TOF_reg_K07C6.4.1	K07C6.4.1	37.9047502280901	V	3939032
q90TOF_reg_K07C6.5.1	K07C6.5.1	32.17630941261	V	3936326
q90TOF_reg_K07D4.1	K07D4.1	33.6917894364682	II	4048525
q90TOF_reg_K07D4.2.1	K07D4.2.1	34.8162616242614	II	4044771
q90TOF_reg_K07D4.3.1	K07D4.3.1	34.1229462571047	II	4043059
q90TOF_reg_K07D4.3.2	K07D4.3.2	35.422508170368	II	4043059
q90TOF_reg_K07D4.4.1	K07D4.4.1	35.6634133596206	II	4031043
q90TOF_reg_K07D4.7a.1	K07D4.7a.1	31.8247578988032	II	4004914
q90TOF_reg_K07D4.7b.1	K07D4.7b.1	33.6871798594402	II	4012521
q90TOF_reg_K07D4.7d.1	K07D4.7d.1	35.1464602280205	II	4011013
q90TOF_reg_K07D4.8.1	K07D4.8.1	34.0555022398429	II	4038868
q90TOF_reg_K07D4.8.2	K07D4.8.2	35.1272179250771	II	4038871
q90TOF_reg_K07D4.9.1	K07D4.9.1	36.3331616220673	II	4028577
q90TOF_reg_K07D8.1.1	K07D8.1.1	35.7802497279935	III	7479680
q90TOF_reg_K07D8.1.2	K07D8.1.2	35.626145936236	III	7479855
q90TOF_reg_K07E1.1.1	K07E1.1.1	36.190225556389	II	4551083
q90TOF_reg_K07E12.1.1	K07E12.1.1	35.9264506928614	III	6746308
q90TOF_reg_K07E12.2.1	K07E12.2.1	35.8691203501796	III	6737271
q90TOF_reg_K07E3.1.1	K07E3.1.1	35.3937825988961	X	8110439
q90TOF_reg_K07E3.1.2	K07E3.1.2	34.6412888735414	X	8110439
q90TOF_reg_K07E3.2.1	K07E3.2.1	35.8766601754141	X	8104301
q90TOF_reg_K07E3.3.1	K07E3.3.1	35.3129524757386	X	8084210
q90TOF_reg_K07E3.3.2	K07E3.3.2	35.6696370059968	X	8084190
q90TOF_reg_K07E3.4a.1	K07E3.4a.1	36.0752382322742	X	8080868
q90TOF_reg_K07E3.4b.1	K07E3.4b.1	35.1746186047813	X	8080869
q90TOF_reg_K07E3.7a.1	K07E3.7a.1	35.8641510707705	X	8089785
q90TOF_reg_K07E3.7a.2	K07E3.7a.2	34.7256707029902	X	8089785
q90TOF_reg_K07E3.7c.1	K07E3.7c.1	33.8078702337058	X	8090375
q90TOF_reg_K07E3.8.1	K07E3.8.1	35.5690145451411	X	8087553
q90TOF_reg_K07E3.8.2	K07E3.8.2	35.8529354632636	X	8087553
q90TOF_reg_K07E3.9.1	K07E3.9.1	35.085448099553	X	8108094
q90TOF_reg_K07E8.3.1	K07E8.3.1	33.2542463759962	II	658667
q90TOF_reg_K07E8.3.2	K07E8.3.2	35.351256800082	II	658667
q90TOF_reg_K07E8.5.1	K07E8.5.1	35.5112424690976	II	650955
q90TOF_reg_K07E8.6a.1	K07E8.6a.1	35.6143441670899	II	637318
q90TOF_reg_K07E8.7a.1	K07E8.7a.1	33.6975956407171	II	641007
q90TOF_reg_K07E8.7b.1	K07E8.7b.1	33.3807273870874	II	641007
q90TOF_reg_K07E8.7c.1	K07E8.7c.1	34.7006664242324	II	641065
q90TOF_reg_K07F5.11.1	K07F5.11.1	36.0602206991244	IV	9852550
q90TOF_reg_K07F5.1.1	K07F5.1.1	35.7580833769925	IV	9836034
q90TOF_reg_K07F5.12.1	K07F5.12.1	35.4195587465825	IV	9855436
q90TOF_reg_K07F5.12.2	K07F5.12.2	36.1035894349295	IV	9856007
q90TOF_reg_K07F5.13a.1	K07F5.13a.1	36.400165150267	IV	9859195
q90TOF_reg_K07F5.13b.1	K07F5.13b.1	34.8433189437419	IV	9858488
q90TOF_reg_K07F5.13c.1	K07F5.13c.1	32.9742298330744	IV	9858488
q90TOF_reg_K07F5.14.1	K07F5.14.1	33.825403672074	IV	9862221
q90TOF_reg_K07F5.15.1	K07F5.15.1	34.3907821508359	IV	9865084
q90TOF_reg_K07F5.15.2	K07F5.15.2	36.03550548555	IV	9865088
q90TOF_reg_K07F5.16a.1	K07F5.16a.1	36.0393884364905	IV	9864179
q90TOF_reg_K07F5.16b.2	K07F5.16b.2	35.315546414153	IV	9864179
q90TOF_reg_K07F5.17.1	K07F5.17.1	36.8018975364031	IV	9842371
q90TOF_reg_K07F5.2.1	K07F5.2.1	35.9891258229266	IV	9837649
q90TOF_reg_K07F5.22.1	K07F5.22.1	34.6148613903369	IV	9865076
q90TOF_reg_K07F5.3.1	K07F5.3.1	36.0157905865285	IV	9841540
q90TOF_reg_K07F5.4.1	K07F5.4.1	36.2102952309182	IV	9839057
q90TOF_reg_K07F5.5.1	K07F5.5.1	36.1450074933653	IV	9844060
q90TOF_reg_K07F5.6.1	K07F5.6.1	36.3773999432194	IV	9844977
q90TOF_reg_K07F5.8.1	K07F5.8.1	36.1531180271014	IV	9848485
q90TOF_reg_K07F5.9.1	K07F5.9.1	36.1887307078596	IV	9850702
q90TOF_reg_K07G5.1.1	K07G5.1.1	36.192110271658	I	7152461
q90TOF_reg_K07G5.1.2	K07G5.1.2	35.0809558534638	I	7152461
q90TOF_reg_K07G5.2.1	K07G5.2.1	34.7928607154616	I	7159714
q90TOF_reg_K07G5.3.1	K07G5.3.1	34.6128164410673	I	7161016
q90TOF_reg_K07G5.4.1	K07G5.4.1	35.8658092061018	I	7166918
q90TOF_reg_K07G5.5.1	K07G5.5.1	35.6727285330349	I	7169997
q90TOF_reg_K07G5.6.2	K07G5.6.2	34.886340041492	I	7149935
q90TOF_reg_K07H8.10.1	K07H8.10.1	35.4779658263971	IV	8286587
q90TOF_reg_K07H8.10.2	K07H8.10.2	35.4371189719373	IV	8286573
q90TOF_reg_K07H8.11.1	K07H8.11.1	35.2381656342215	IV	8273125
q90TOF_reg_K07H8.1.1	K07H8.1.1	33.4896181093631	IV	8294690
q90TOF_reg_K07H8.12.1	K07H8.12.1	35.4559307290802	IV	8275411
q90TOF_reg_K07H8.12.2	K07H8.12.2	35.5968153864813	IV	8275411
q90TOF_reg_K07H8.1.2	K07H8.1.2	35.217369279097	IV	8294682
q90TOF_reg_K07H8.2a.1	K07H8.2a.1	36.501992965064	IV	8290266
q90TOF_reg_K07H8.2a.2	K07H8.2a.2	35.5049898527696	IV	8290266
q90TOF_reg_K07H8.2b.1	K07H8.2b.1	33.2897724030151	IV	8291585
q90TOF_reg_K07H8.2b.2	K07H8.2b.2	34.119398117586	IV	8290266
q90TOF_reg_K07H8.3.2	K07H8.3.2	33.7645972653393	IV	8290266
q90TOF_reg_K07H8.5.1	K07H8.5.1	35.8064763753008	IV	8268324
q90TOF_reg_K07H8.5.2	K07H8.5.2	35.8450928746105	IV	8270631
q90TOF_reg_K07H8.6a.1	K07H8.6a.1	35.2680552389796	IV	8261134
q90TOF_reg_K07H8.6a.2	K07H8.6a.2	35.4153509177617	IV	8261145
q90TOF_reg_K07H8.6c.1	K07H8.6c.1	35.2692788049329	IV	8261156
q90TOF_reg_K07H8.7.1	K07H8.7.1	35.9062099561144	IV	8259202
q90TOF_reg_K07H8.9.1	K07H8.9.1	35.4431845643315	IV	8285175
q90TOF_reg_K07H8.9.2	K07H8.9.2	34.2044646781522	IV	8285175
q90TOF_reg_K08A2.1.1	K08A2.1.1	34.0491091779168	II	2997015
q90TOF_reg_K08A2.2.1	K08A2.2.1	36.5302930530315	II	2991611
q90TOF_reg_K08A2.4.2	K08A2.4.2	33.303607481892	II	2988301
q90TOF_reg_K08A2.5a.1	K08A2.5a.1	35.4018399481436	II	2976639
q90TOF_reg_K08A2.5a.2	K08A2.5a.2	35.0546609352116	II	2978416
q90TOF_reg_K08A2.5c.1	K08A2.5c.1	34.4223158233297	II	2978425
q90TOF_reg_K08A8.1a.2	K08A8.1a.2	35.545884808896	X	7479242
q90TOF_reg_K08A8.2a.1	K08A8.2a.1	34.6329181374653	X	7458282
q90TOF_reg_K08A8.2a.2	K08A8.2a.2	35.9529725790032	X	7458282
q90TOF_reg_K08A8.3a.1	K08A8.3a.1	35.2176720612288	X	7465193
q90TOF_reg_K08A8.3a.2	K08A8.3a.2	35.4409464227398	X	7465181
q90TOF_reg_K08A8.3b.1	K08A8.3b.1	33.6899528345315	X	7466321
q90TOF_reg_K08A8.3c.1	K08A8.3c.1	34.7025307131018	X	7466321
q90TOF_reg_K08B12.1.1	K08B12.1.1	33.3651795804204	V	6259391
q90TOF_reg_K08B12.2.2	K08B12.2.2	35.8769836949466	V	6249170
q90TOF_reg_K08B12.3.2	K08B12.3.2	34.3600847751589	V	6235174
q90TOF_reg_K08B12.4	K08B12.4	35.0978479935616	V	6235913
q90TOF_reg_K08B12.5a.1	K08B12.5a.1	35.4864813471202	V	6257979
q90TOF_reg_K08B12.5a.2	K08B12.5a.2	35.3911249173697	V	6257390
q90TOF_reg_K08B12.5b.1	K08B12.5b.1	35.8238754332962	V	6257392
q90TOF_reg_K08B12.5c.1	K08B12.5c.1	35.5958710220919	V	6258030
q90TOF_reg_K08B12.5e.1	K08B12.5e.1	34.4903890796293	V	6258030
q90TOF_reg_K08B4.1a.1	K08B4.1a.1	36.3296327581403	IV	6095407
q90TOF_reg_K08B4.1b.1	K08B4.1b.1	35.5402147300626	IV	6095407
q90TOF_reg_K08B4.1d.1	K08B4.1d.1	33.9280426374811	IV	6104337
q90TOF_reg_K08B4.3.1	K08B4.3.1	36.6065598238162	IV	6076686
q90TOF_reg_K08B4.4.1	K08B4.4.1	35.6071970201336	IV	6080896
q90TOF_reg_K08B4.5	K08B4.5	35.4577827919027	IV	6086350
q90TOF_reg_K08B4.6.1	K08B4.6.1	33.6993810053535	IV	6092603
q90TOF_reg_K08B4.6.2	K08B4.6.2	36.0907377443094	IV	6092212
q90TOF_reg_K08B4.7.1	K08B4.7.1	35.0309764962842	IV	6091486
q90TOF_reg_K08B5.1.1	K08B5.1.1	35.6947442574175	X	16558434
q90TOF_reg_K08B5.2.2	K08B5.2.2	35.5021160514796	X	16551164
q90TOF_reg_K08C7.1.1	K08C7.1.1	33.8958980801175	IV	10656857
q90TOF_reg_K08C7.2.1	K08C7.2.1	35.2869986603453	IV	10662047
q90TOF_reg_K08C7.2.2	K08C7.2.2	34.7508236671326	IV	10661857
q90TOF_reg_K08C7.3a.1	K08C7.3a.1	35.1142750195882	IV	10666827
q90TOF_reg_K08C7.3a.2	K08C7.3a.2	36.1122228196892	IV	10666827
q90TOF_reg_K08C7.3c.1	K08C7.3c.1	35.7305513498143	IV	10666827
q90TOF_reg_K08C7.3d.1	K08C7.3d.1	35.3534155165648	IV	10666827
q90TOF_reg_K08C7.3e.1	K08C7.3e.1	35.4419709077245	IV	10666833
q90TOF_reg_K08C7.3f.1	K08C7.3f.1	35.7133070058538	IV	10666833
q90TOF_reg_K08C7.4.1	K08C7.4.1	36.4094419970819	IV	10679263
q90TOF_reg_K08C7.5.1	K08C7.5.1	34.7338121220321	IV	10682524
q90TOF_reg_K08C7.6.1	K08C7.6.1	35.887841734139	IV	10684432
q90TOF_reg_K08C7.7.1	K08C7.7.1	35.0838135225941	IV	10664199
q90TOF_reg_K08C7.7.2	K08C7.7.2	35.4326054410792	IV	10664199
q90TOF_reg_K08C9.1.1	K08C9.1.1	36.2988319802	I	11484778
q90TOF_reg_K08C9.2.1	K08C9.2.1	36.3575265816927	I	11486895
q90TOF_reg_K08C9.4.1	K08C9.4.1	35.6060116929315	I	11489158
q90TOF_reg_K08C9.4.2	K08C9.4.2	34.6684116476803	I	11489157
q90TOF_reg_K08C9.8	K08C9.8	35.5937773845016	I	11493036
q90TOF_reg_K08D10.12a.2	K08D10.12a.2	35.6111028197345	IV	4178461
q90TOF_reg_K08D10.12c.1	K08D10.12c.1	35.6210605734087	IV	4178457
q90TOF_reg_K08D10.14.1	K08D10.14.1	35.2127405861319	IV	4155106
q90TOF_reg_K08D10.18	K08D10.18	34.9034337646921	IV	4166541
q90TOF_reg_K08D10.2a.1	K08D10.2a.1	33.2912359217821	IV	4176388
q90TOF_reg_K08D10.2a.2	K08D10.2a.2	34.6562588639495	IV	4176388
q90TOF_reg_K08D10.3a.1	K08D10.3a.1	35.5284391540065	IV	4174089
q90TOF_reg_K08D10.4.1	K08D10.4.1	33.0549822381314	IV	4172076
q90TOF_reg_K08D10.5	K08D10.5	34.2514412369404	IV	4168038
q90TOF_reg_K08D10.7.1	K08D10.7.1	34.9463797692368	IV	4164692
q90TOF_reg_K08D10.8.1	K08D10.8.1	35.0165357626394	IV	4162444
q90TOF_reg_K08D10.9	K08D10.9	34.804842031649	IV	4157634
q90TOF_reg_K08D12.1.1	K08D12.1.1	35.3425713164827	IV	1708803
q90TOF_reg_K08D12.2.1	K08D12.2.1	35.6821341976085	IV	1711262
q90TOF_reg_K08D12.3a.2	K08D12.3a.2	35.4337932264585	IV	1710258
q90TOF_reg_K08D12.3b.1	K08D12.3b.1	35.4320100163562	IV	1710267
q90TOF_reg_K08D12.4.1	K08D12.4.1	34.9595658349465	IV	1707296
q90TOF_reg_K08D12.4.2	K08D12.4.2	35.0411588893147	IV	1707294
q90TOF_reg_K08D12.5a.1	K08D12.5a.1	35.0577275854305	IV	1699899
q90TOF_reg_K08D12.6.1	K08D12.6.1	35.9273439187242	IV	1720790
q90TOF_reg_K08D12.8.1	K08D12.8.1	33.4501424337443	IV	1726145
q90TOF_reg_K08D8.1.1	K08D8.1.1	35.4740811231973	IV	12892494
q90TOF_reg_K08D8.12a.1	K08D8.12a.1	35.5799961493621	IV	12893466
q90TOF_reg_K08D8.12b.1	K08D8.12b.1	35.7525956444669	IV	12893749
q90TOF_reg_K08D8.3.1	K08D8.3.1	35.2235878627631	IV	12903785
q90TOF_reg_K08D8.4a.1	K08D8.4a.1	34.7077349822279	IV	12907469
q90TOF_reg_K08D8.4c.1	K08D8.4c.1	35.6347464629542	IV	12908177
q90TOF_reg_K08D8.4d.1	K08D8.4d.1	35.2808107951746	IV	12907469
q90TOF_reg_K08D8.5.1	K08D8.5.1	33.9155826889057	IV	12910647
q90TOF_reg_K08D8.5.2	K08D8.5.2	34.9984610612659	IV	12910515
q90TOF_reg_K08D8.6a.1	K08D8.6a.1	35.1535652461039	IV	12887062
q90TOF_reg_K08D8.6a.2	K08D8.6a.2	33.7364759564384	IV	12887062
q90TOF_reg_K08D8.6b.1	K08D8.6b.1	35.5139615100907	IV	12887292
q90TOF_reg_K08D8.7a.1	K08D8.7a.1	35.4524786566296	IV	12897696
q90TOF_reg_K08D9.3a.1	K08D9.3a.1	34.8791288257714	V	3210189
q90TOF_reg_K08D9.3e.1	K08D9.3e.1	34.525163835637	V	3218970
q90TOF_reg_K08D9.3f.1	K08D9.3f.1	35.0375252023243	V	3210199
q90TOF_reg_K08D9.4a.1	K08D9.4a.1	35.2717668336305	V	3198546
q90TOF_reg_K08D9.6.1	K08D9.6.1	34.6791668826147	V	3231385
q90TOF_reg_K08D9.9.1	K08D9.9.1	35.4073765172978	V	3236444
q90TOF_reg_K08E3.10.1	K08E3.10.1	36.4366714901351	III	13752406
q90TOF_reg_K08E3.1.2	K08E3.1.2	35.6026475858446	III	13744220
q90TOF_reg_K08E3.2.1	K08E3.2.1	35.7575874336316	III	13747472
q90TOF_reg_K08E3.3a.1	K08E3.3a.1	35.3352331576615	III	13755896
q90TOF_reg_K08E3.3b.1	K08E3.3b.1	35.9299861635573	III	13755969
q90TOF_reg_K08E3.4.2	K08E3.4.2	35.2020252140275	III	13759440
q90TOF_reg_K08E3.5a.1	K08E3.5a.1	35.5047797801792	III	13764063
q90TOF_reg_K08E3.5b.1	K08E3.5b.1	35.9018803175207	III	13764030
q90TOF_reg_K08E3.5c.2	K08E3.5c.2	36.077321110083	III	13764062
q90TOF_reg_K08E3.5d.1	K08E3.5d.1	34.9286334259394	III	13764289
q90TOF_reg_K08E3.5e.1	K08E3.5e.1	33.2861593093109	III	13764064
q90TOF_reg_K08E3.5e.2	K08E3.5e.2	36.1014358955958	III	13764063
q90TOF_reg_K08E3.5f.1	K08E3.5f.1	35.7795044208317	III	13764063
q90TOF_reg_K08E3.6.1	K08E3.6.1	34.7893146171174	III	13768541
q90TOF_reg_K08E3.6.2	K08E3.6.2	33.3675069480183	III	13768542
q90TOF_reg_K08E3.7a.1	K08E3.7a.1	35.6101880719443	III	13771519
q90TOF_reg_K08E3.7a.2	K08E3.7a.2	34.3961644161525	III	13771448
q90TOF_reg_K08E3.7b.1	K08E3.7b.1	35.2763955424018	III	13771517
q90TOF_reg_K08E3.7b.2	K08E3.7b.2	35.5284703636004	III	13771526
q90TOF_reg_K08E3.7c.1	K08E3.7c.1	35.3971391446622	III	13771762
q90TOF_reg_K08E3.8.2	K08E3.8.2	35.5301666800888	III	13773454
q90TOF_reg_K08E4.1.1	K08E4.1.1	35.7087422361485	IV	12051491
q90TOF_reg_K08E4.1.2	K08E4.1.2	35.477811783181	IV	12051484
q90TOF_reg_K08E4.2a.1	K08E4.2a.1	35.5178547564201	IV	12055674
q90TOF_reg_K08E4.2b.1	K08E4.2b.1	35.3549145540819	IV	12055854
q90TOF_reg_K08E4.3a.1	K08E4.3a.1	35.193033073936	IV	12057626
q90TOF_reg_K08E4.3a.2	K08E4.3a.2	34.7725135043131	IV	12057626
q90TOF_reg_K08E4.3b.1	K08E4.3b.1	32.4737620956936	IV	12057657
q90TOF_reg_K08E4.5a.1	K08E4.5a.1	34.8230766425381	IV	12071547
q90TOF_reg_K08E4.6.2	K08E4.6.2	34.6276553289942	IV	12077101
q90TOF_reg_K08E4.7.1	K08E4.7.1	36.7623051009673	IV	12075496
q90TOF_reg_K08E4.7.2	K08E4.7.2	35.5508521010967	IV	12075496
q90TOF_reg_K08E5.1b.1	K08E5.1b.1	35.259921649202	III	10141444
q90TOF_reg_K08E5.1b.2	K08E5.1b.2	35.5702000731921	III	10141444
q90TOF_reg_K08E5.2a.1	K08E5.2a.1	35.5403806667137	III	10152795
q90TOF_reg_K08E5.2a.2	K08E5.2a.2	36.2445046217515	III	10152789
q90TOF_reg_K08E5.3a.1	K08E5.3a.1	36.0320934824389	III	10160697
q90TOF_reg_K08E5.3a.2	K08E5.3a.2	35.0566231521195	III	10160697
q90TOF_reg_K08E5.3b.1	K08E5.3b.1	36.1320878515123	III	10167675
q90TOF_reg_K08E7.1.1	K08E7.1.1	36.0930711025253	IV	12563775
q90TOF_reg_K08E7.1.2	K08E7.1.2	34.9213471539154	IV	12563774
q90TOF_reg_K08E7.2.2	K08E7.2.2	35.4400523275807	IV	12561188
q90TOF_reg_K08E7.3.1	K08E7.3.1	35.5607383474661	IV	12567842
q90TOF_reg_K08E7.3.2	K08E7.3.2	35.6745981982705	IV	12567720
q90TOF_reg_K08E7.4.1	K08E7.4.1	36.3361336517654	IV	12570674
q90TOF_reg_K08E7.5a.1	K08E7.5a.1	34.3226292201348	IV	12573368
q90TOF_reg_K08E7.5a.2	K08E7.5a.2	31.6524373264737	IV	12573368
q90TOF_reg_K08E7.6.1	K08E7.6.1	36.3549752889376	IV	12578855
q90TOF_reg_K08E7.7a.1	K08E7.7a.1	35.8297005025226	IV	12586485
q90TOF_reg_K08E7.8a.1	K08E7.8a.1	35.8230518783094	IV	12585196
q90TOF_reg_K08E7.9.1	K08E7.9.1	35.4279818380618	IV	12591695
q90TOF_reg_K08E7.9.2	K08E7.9.2	35.4350723399812	IV	12591695
q90TOF_reg_K08F11.1a.1	K08F11.1a.1	35.4147745628699	IV	4724862
q90TOF_reg_K08F11.3.1	K08F11.3.1	35.4115088020218	IV	4706777
q90TOF_reg_K08F11.3.2	K08F11.3.2	34.9051802419814	IV	4706777
q90TOF_reg_K08F11.4a.1	K08F11.4a.1	34.9319388079654	IV	4710861
q90TOF_reg_K08F11.4a.2	K08F11.4a.2	33.8475755975736	IV	4710863
q90TOF_reg_K08F11.4b.1	K08F11.4b.1	35.3918138186262	IV	4710861
q90TOF_reg_K08F11.5.2	K08F11.5.2	35.6254871930903	IV	4712825
q90TOF_reg_K08F11.6	K08F11.6	35.331498677427	IV	4725964
q90TOF_reg_K08F4.11.1	K08F4.11.1	36.6912505927805	IV	10139380
q90TOF_reg_K08F4.1.1	K08F4.1.1	35.4103846752521	IV	10122529
q90TOF_reg_K08F4.12.1	K08F4.12.1	35.2940451067885	IV	10138104
q90TOF_reg_K08F4.1.2	K08F4.1.2	35.3603874569316	IV	10122529
q90TOF_reg_K08F4.2.1	K08F4.2.1	34.3649384202728	IV	10126749
q90TOF_reg_K08F4.2.2	K08F4.2.2	33.6305132151485	IV	10126743
q90TOF_reg_K08F4.3.1	K08F4.3.1	36.1459143009982	IV	10129257
q90TOF_reg_K08F4.4.1	K08F4.4.1	35.9272813167428	IV	10130257
q90TOF_reg_K08F4.5.1	K08F4.5.1	36.2745554953098	IV	10134932
q90TOF_reg_K08F4.6.1	K08F4.6.1	35.6877143949318	IV	10140330
q90TOF_reg_K08F4.7.1	K08F4.7.1	35.6927379848685	IV	10142135
q90TOF_reg_K08F4.7.2	K08F4.7.2	37.5072522060673	IV	10142212
q90TOF_reg_K08F4.8.1	K08F4.8.1	36.1523686341926	IV	10143357
q90TOF_reg_K08F4.9.1	K08F4.9.1	36.6023345561016	IV	10142199
q90TOF_reg_K08F4.9.2	K08F4.9.2	35.1461848799515	IV	10145067
q90TOF_reg_K08F8.1a.1	K08F8.1a.1	35.5620150886922	II	8744077
q90TOF_reg_K08F8.1a.2	K08F8.1a.2	35.5178692286021	II	8743725
q90TOF_reg_K08F8.1b.1	K08F8.1b.1	35.690024509523	II	8744071
